y1,y2,y3,y4,x1,x2,x3,x4,gen
75,98,90,100,50,98,10,0,1
0,0,0,0,0,50,50,0,0
100,85,100,100,0,25,0,100,0
0,50,50,0,25,30,20,5,0
50,0,100,0,10,0,50,10,1
0,1,0,20,0,0,0,1,0
100,100,,,10,10,,,1
75,85,89,85,89,2,97,1,0
100,99,100,75,0,1,50,10,1
90,0,0,50,90,0,85,0,0
90,99,,100,95,0,1,,0
90,0,0,,75,0,0,,0
50,50,100,,50,0,50,,0
90,50,100,100,25,20,25,0,0
100,100,100,100,0,50,50,50,1
100,99,100,90,10,10,70,0,1
50,100,45,0,30,0,30,50,0
,0,100,75,,80,50,30,0
77,90,90,0,46,80,10,80,0
50,50,,,75,10,,,1
75,0,,,75,0,,,1
0,,100,50,0,,50,50,1
0,90,100,100,0,100,60,0,1
70,50,60,76,30,10,0,70,0
0,0,100,0,95,99,100,50,1
0,0,100,0,100,0,100,100,0
5,100,0,0,0,0,1,0,1
100,1,1,0,50,45,1,35,0
,0,0,0,,25,100,100,0
0,75,80,99,100,10,0,1,1
10,100,100,100,0,0,40,100,1
100,100,0,100,100,0,90,0,0
100,0,0,100,100,0,0,100,0
100,,,,100,,,,1
0,90,0,0,50,1,70,0,0
90,100,100,0,95,1,50,99,1
0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,50,0,0
100,0,99,30,1,0,0,50,1
,90,90,0,,50,60,0,1
50,75,100,60,25,10,5,20,0
90,98,50,,50,1,50,,0
,,0,0,,,100,100,0
40,0,100,100,90,0,0,50,1
100,,,,10,,,,1
50,0,100,100,0,100,99,0,1
90,50,5,79,2,50,10,5,0
95,99,100,90,90,75,60,20,0
0,100,100,100,1,0,0,0,0
0,100,100,100,0,0,0,100,1
100,23,45,0,0,79,45,63,0
100,0,100,60,20,0,100,40,0
100,100,100,100,2,0,5,0,0
0,100,70,100,0,10,0,0,0
100,100,0,0,0,0,100,100,1
,100,100,50,,0,0,0,0
100,0,99,0,0,95,0,0,1
100,100,75,100,75,50,0,75,1
,100,100,0,,0,0,0,1
100,0,0,99,10,100,0,99,1
100,100,,,0,0,,0,1
50,50,40,50,50,15,50,50,1
50,0,0,100,10,0,0,0,1
50,99,99,98,10,99,0,10,0
0,0,100,0,100,100,25,0,1
100,75,90,99,0,10,5,5,1
80,50,100,,5,11,10,,0
89,0,100,0,10,90,0,0,0
0,98,0,0,0,80,95,98,1
5,6,7,6,3,0,1,4,0
100,50,50,10,0,90,0,,0
0,2,100,20,0,0,0,0,1
0,0,0,0,0,0,0,100,0
10,50,65,50,25,25,15,50,1
100,100,100,0,10,0,100,80,1
100,100,0,100,50,1,0,0,0
3,100,100,100,5,1,1,50,0
0,0,0,0,0,100,100,100,1
20,30,0,0,10,65,,65,0
90,100,100,0,22,0,50,50,1
100,100,0,100,0,100,100,50,0
0,0,25,25,0,10,25,75,0
0,,100,50,5,,66,70,1
90,90,0,50,80,90,0,50,1
0,100,100,0,100,50,50,50,1
30,100,1,90,85,50,50,20,1
0,100,0,0,51,100,50,100,0
50,0,0,90,30,100,100,90,0
100,20,100,100,0,0,0,0,0
100,70,90,85,0,25,0,20,1
100,25,0,0,0,75,50,50,1
100,99,100,100,10,50,10,1,0
0,100,90,99,2,0,0,100,0
50,5,100,50,50,0,90,50,1
0,0,0,100,50,0,100,100,1
10,0,70,90,50,50,5,10,0
100,100,100,0,50,50,30,0,1
100,2,80,89,50,0,88,0,0
0,100,99,100,0,100,60,100,0
0,0,100,99,0,0,0,100,1
0,0,0,0,0,50,0,50,0
0,0,100,0,100,0,100,100,1
95,100,50,50,25,50,50,50,1
0,0,0,0,,5,10,0,1
0,90,75,0,20,25,25,20,0
0,,,,50,,,,0
1,100,10,100,99,99,100,0,0
100,100,100,0,0,0,0,0,1
0,100,100,100,0,0,50,0,0
5,100,100,100,10,50,30,0,1
50,100,100,100,0,100,100,0,0
45,99,100,0,0,0,88,50,1
0,50,50,100,50,10,0,50,0
75,100,100,100,10,99,100,95,1
50,,99,99,20,,25,50,0
5,98,0,95,50,50,75,10,1
75,0,90,50,70,0,5,25,1
90,100,95,0,15,0,6,50,1
99,98,0,0,0,98,0,10,1
100,0,100,0,0,0,0,50,1
100,20,90,30,50,70,50,0,0
100,60,75,50,10,20,5,75,1
0,0,0,0,5,,90,100,0
0,50,50,0,50,50,15,0,1
100,100,100,100,50,0,0,90,0
99,100,90,95,10,90,50,0,1
0,100,0,100,90,0,1,2,1
50,95,5,20,10,0,25,50,0
85,75,98,80,5,25,10,10,1
99,100,100,100,0,,0,10,1
0,100,100,0,0,0,0,55,1
100,0,0,0,50,0,0,0,1
75,90,50,100,0,0,0,0,0
100,100,85,100,0,0,0,0,1
90,90,100,95,45,20,50,25,0
100,100,50,100,75,0,50,25,0
50,90,50,90,75,10,20,95,0
75,100,95,100,55,70,80,100,1
50,0,0,0,75,100,100,0,0
0,0,90,0,0,0,75,0,1
0,1,0,0,0,3,100,0,1
70,50,0,0,50,50,0,99,0
100,0,,1,0,0,,1,1
50,50,50,97,30,90,80,98,1
100,100,0,0,0,0,2,0,0
100,30,0,0,0,10,50,60,0
0,,,,,,,,1
95,,,,15,,,,1
0,,,,0,,,,1
99,50,100,,1,0,0,,0
100,70,0,75,1,30,50,0,1
,100,100,,,0,,,0
0,100,,,50,0,,,0
50,60,0,,50,50,50,,0
100,0,1,0,100,2,100,95,0
10,30,80,0,10,100,70,50,0
90,100,50,75,5,0,0,10,0
50,,50,50,30,,30,2,1
100,100,90,0,100,0,90,0,0
50,0,0,0,45,0,100,100,1
,0,0,0,,99,90,100,1
85,,,,75,,,,0
100,0,100,100,5,10,1,1,0
0,100,100,0,100,50,0,0,1
100,99,99,100,25,99,0,40,0
100,,99,,0,,,,1
100,,,,0,,,,1
100,85,100,0,0,5,1,25,0
100,0,100,100,100,95,0,15,0
100,0,99,100,50,100,100,100,0
90,99,80,,85,50,99,,0
0,50,0,0,0,0,0,0,0
100,0,100,100,70,0,70,0,1
0,100,100,100,0,,0,0,0
0,100,0,0,0,50,,100,1
12,100,100,100,12,2,0,40,0
0,0,,,,100,,0,1
0,100,,,10,0,,,1
0,10,0,0,100,9,50,50,0
50,100,0,100,99,1,0,0,0
0,0,100,100,0,0,0,0,0
80,0,0,0,70,0,50,0,0
0,0,0,0,10,50,95,100,1
5,0,100,5,0,0,1,0,0
45,50,0,50,0,25,15,50,0
1,100,0,0,6,0,0,0,0
1,,,,0,,,,0
0,100,100,0,0,0,0,100,0
0,45,0,0,1,55,0,0,1
0,0,0,0,100,100,100,0,1
100,90,0,0,0,0,1,100,1
100,20,0,100,0,28,50,50,1
90,100,,,10,0,,,1
50,0,0,,50,100,100,,1
100,0,0,0,0,0,50,100,0
100,0,0,0,0,0,0,0,0
75,70,50,25,0,0,0,100,0
100,100,100,0,50,50,50,,1
25,,0,0,25,50,50,0,1
100,0,0,0,50,0,100,100,1
100,,100,99,100,,100,99,0
,0,50,100,,10,50,99,1
5,0,0,0,5,23,100,100,0
100,0,0,100,40,100,100,50,1
0,0,0,0,50,100,0,100,1
0,1,50,50,2,99,40,60,1
100,100,1,99,10,25,30,5,1
0,100,95,,0,0,5,,0
100,0,100,0,95,3,0,0,1
75,50,0,75,50,50,40,10,0
99,75,100,0,0,0,100,95,1
100,,60,60,100,,60,50,1
,0,0,30,95,90,99,100,0
0,20,90,90,80,0,0,10,1
,99,100,99,,10,100,50,1
90,,,90,30,,,50,0
79,78,100,,25,80,10,,1
90,,,,15,,,,1
0,90,50,99,0,0,50,10,0
0,0,99,0,50,50,10,50,0
0,0,0,,10,25,50,,0
0,0,50,0,60,0,20,0,1
0,99,90,75,50,60,30,15,1
75,10,99,,50,75,75,,0
,0,0,0,,0,0,100,1
50,100,50,100,0,0,50,99,1
85,50,,75,100,80,,0,0
0,,100,0,0,,0,0,1
0,0,30,0,0,50,10,0,1
20,90,40,75,90,100,100,45,1
0,99,0,99,0,99,0,99,0
100,100,0,,0,0,0,,1
0,0,0,0,0,0,0,0,1
100,0,100,100,50,0,,0,1
,0,0,100,,0,100,100,0
100,50,65,100,0,10,0,10,0
50,100,100,100,60,30,0,100,0
0,20,0,1,0,12,0,100,0
90,100,0,99,50,50,1,98,1
90,0,100,100,50,0,0,75,1
100,,75,5,25,,1,90,0
0,0,0,,0,0,30,,1
0,75,,1,20,25,,99,0
100,0,0,50,0,0,0,99,1
25,0,0,50,25,45,0,50,1
90,99,10,50,10,98,0,50,1
98,75,50,50,2,3,2,99,1
5,50,0,0,0,0,0,0,0
80,90,0,100,90,50,0,50,0
100,0,,,1,0,,,0
100,85,90,100,0,25,20,0,0
10,0,80,20,25,0,85,90,0
75,0,50,100,50,0,50,50,1
100,75,100,100,50,100,100,80,1
100,,,,90,,,,1
50,100,100,100,50,100,50,90,1
100,,,,0,,,,1
80,100,100,100,0,0,0,0,1
10,50,0,50,50,50,50,50,0
100,95,100,0,50,5,100,50,1
100,100,67,1,90,98,98,99,1
90,0,,90,50,100,,70,1
0,100,60,100,0,50,20,,0
50,100,50,75,85,50,50,80,1
10,90,1,100,85,100,100,75,0
0,10,10,,0,0,9,,0
67,10,89,85,89,97,90,90,0
,30,0,10,,40,90,50,0
1,0,99,0,1,50,99,50,0
50,100,,,50,0,,,1
100,100,75,,75,0,0,,0
0,1,0,70,97,,,50,1
100,4,100,99,80,0,10,0,1
0,98,80,25,91,99,75,75,0
100,90,90,80,80,100,20,80,1
30,50,,,0,50,,50,0
80,0,5,80,30,0,95,9,0
60,50,0,1,50,50,0,1,0
50,0,100,100,75,1,10,50,1
100,0,85,100,10,7,0,0,1
90,0,0,100,5,40,50,25,0
0,50,0,0,100,50,100,0,0
0,10,50,100,0,90,0,100,0
75,100,95,99,30,0,50,25,1
50,100,99,10,50,0,99,100,0
100,95,98,100,0,0,5,2,1
0,0,0,0,0,0,0,0,0
90,0,0,0,10,0,60,50,1
100,50,,50,50,50,,10,1
100,0,0,100,0,0,0,100,0
50,0,70,,40,1,10,,0
50,0,,0,10,0,,50,0
75,0,45,0,25,45,36,0,1
0,0,100,75,1,50,75,45,1
,0,1,0,,0,1,0,1
70,50,50,50,10,10,10,0,0
100,100,0,50,30,0,100,50,1
0,2,0,0,50,40,90,0,0
1,0,1,0,2,0,1,0,1
75,,,,50,,,,0
0,,,,0,,,,0
75,50,53,10,1,0,50,50,0
50,0,,85,0,98,,100,0
100,100,100,50,50,50,50,50,1
0,0,5,,24,0,6,,0
100,100,,100,50,50,,50,1
100,,,,25,,,,0
75,99,,,30,5,,,1
0,50,,,5,50,,,0
0,0,100,0,100,100,0,0,0
0,0,0,0,7,2,99,0,1
50,50,50,50,50,99,50,50,1
0,100,15,0,0,0,0,100,0
100,0,0,0,50,100,0,100,1
50,70,99,99,50,92,10,99,1
0,,,,0,,,,0
50,100,0,100,50,0,0,0,0
0,0,0,0,100,100,50,100,1
100,100,0,0,50,80,,2,1
0,,,30,0,,,90,1
50,50,2,50,65,20,50,50,1
70,7,0,50,40,8,90,30,1
65,0,0,100,88,0,0,100,0
0,0,0,0,0,100,0,0,0
50,0,0,0,50,20,0,100,1
,50,0,,,25,87,,1
50,0,99,0,50,100,20,0,0
0,,,,0,,,,0
,100,0,0,,80,75,0,1
0,,100,,100,,0,,0
,0,100,,,0,0,,0
,0,0,0,,0,50,0,1
,50,0,100,,0,25,0,0
25,,50,,75,0,50,,1
0,12,5,5,5,50,10,0,0
0,99,0,0,100,0,100,100,0
100,99,,,90,99,,,0
100,100,100,0,0,5,0,0,0
0,22,0,22,0,44,3,27,0
15,100,,,99,75,,0,1
0,50,,100,0,50,,25,0
100,,,100,90,,,20,1
0,100,99,99,0,50,50,50,1
0,75,0,0,0,50,55,75,1
100,0,75,100,,,25,0,1
100,,100,100,85,,77,0,1
75,10,0,,55,0,,,0
100,85,100,100,0,25,100,0,0
0,0,,,0,0,,,1
0,0,95,0,99,100,100,100,1
100,65,60,30,,25,20,20,0
0,25,0,0,0,0,0,100,0
65,,50,,,,50,,0
50,100,50,50,100,50,10,0,0
0,0,0,100,7,0,0,0,0
80,75,100,65,70,25,0,50,1
10,100,100,100,10,0,0,0,0
0,0,,48,0,65,,3,1
0,75,10,100,90,75,5,,0
25,24,0,,75,15,,,0
100,75,50,75,50,50,75,25,1
35,80,50,50,50,50,50,50,1
0,,0,,1,,100,,0
0,0,,0,1,,,100,0
0,100,,,0,5,,,1
100,,,100,100,,,,1
0,0,0,0,0,3,99,2,1
95,75,75,99,50,45,50,25,1
75,90,0,0,,,100,100,0
0,0,,,5,0,,,0
99,0,100,100,0,0,0,,1
,,99,0,,100,80,100,1
,30,3,1,,22,2,1,0
90,100,100,90,10,0,0,10,1
12,0,1,2,2,0,2,1,0
75,1,0,100,25,1,0,0,0
,0,100,100,50,,50,,1
90,50,50,100,10,20,50,,1
100,2,20,100,0,98,50,0,0
75,,100,0,40,,100,0,1
70,0,0,0,25,,0,0,1
90,0,,,75,100,,,0
,0,100,,,0,100,,1
0,100,90,0,100,0,0,100,0
0,100,100,100,0,0,10,10,0
0,70,90,50,0,34,100,50,0
98,100,,100,98,0,,,1
0,0,0,0,0,100,0,100,0
100,45,35,35,,0,35,65,1
0,70,90,0,0,10,0,0,1
0,0,0,98,100,,50,20,1
100,100,100,90,0,100,50,80,1
,,,,,,,,0
50,90,,,0,20,,,1
1,100,,50,1,0,,50,0
1,100,100,100,0,0,0,0,1
100,0,100,100,50,10,0,50,1
5,100,100,50,5,2,50,10,1
50,50,0,100,50,50,0,100,1
,100,0,0,90,50,0,50,0
100,100,5,100,90,95,100,95,0
100,,,,2,,,,1
100,99,90,0,0,1,0,,0
99,100,100,100,75,75,75,95,1
50,50,0,75,75,75,45,20,0
100,100,100,0,50,0,0,0,1
90,100,0,100,90,100,0,0,1
10,,90,,94,,90,,0
5,70,40,100,25,0,0,0,0
100,,80,80,90,,100,80,0
0,75,45,100,0,0,0,20,0
100,0,100,100,0,0,85,0,0
99,100,90,0,98,0,90,100,1
100,0,0,0,0,99,6,100,1
100,0,100,100,75,0,0,25,1
,,75,90,,,95,90,0
75,100,90,100,0,50,90,50,0
100,0,,,,100,,,1
0,0,0,0,0,0,5,1,1
100,20,0,99,10,20,50,100,1
0,,,,10,,,,0
0,0,100,100,0,2,50,0,0
75,0,1,50,0,0,99,25,0
100,0,100,0,100,0,100,0,0
1,0,100,0,7,10,30,5,1
80,0,0,0,20,50,98,99,1
90,50,99,99,0,0,0,50,0
100,50,0,0,0,50,80,90,1
80,,,0,10,,,0,1
90,,,0,20,,,95,1
100,98,100,100,100,50,10,100,1
50,0,0,100,85,100,100,100,1
50,0,85,65,40,100,65,75,1
15,10,,,25,30,,0,0
95,,,,5,,,,0
75,50,0,2,23,5,1,99,0
100,0,0,0,0,0,0,10,0
95,,,0,5,,,100,0
70,0,0,100,20,0,0,0,0
100,99,95,85,,75,50,50,1
75,60,25,5,15,40,75,50,1
95,50,50,100,5,0,0,0,0
99,100,99,100,50,90,1,0,0
100,,,0,0,,,100,1
95,0,,0,5,,,100,1
90,50,50,50,10,50,1,50,0
100,100,100,100,0,0,50,0,1
100,0,99,99,0,0,99,10,1
95,,,,,,,,0
100,0,0,0,0,0,50,0,1
100,,0,3,0,60,40,0,0
100,30,50,50,0,20,50,50,1
85,0,0,100,10,0,0,20,1
100,80,0,0,0,50,70,80,0
90,,100,100,10,,0,0,1
90,70,50,0,50,50,30,50,1
80,,,1,20,,,0,0
100,50,50,50,0,50,50,0,0
,50,99,90,,20,50,65,1
,99,100,100,,20,90,50,1
50,50,100,100,100,80,0,0,0
0,0,25,100,100,0,100,100,1
100,99,50,100,,1,0,0,0
1,5,,50,0,0,,0,0
100,99,,100,0,99,,0,0
25,0,0,0,50,50,50,100,1
0,0,0,100,0,0,0,1,0
25,0,100,,50,50,50,,0
100,98,100,99,50,2,50,2,1
100,100,100,100,0,0,100,0,1
49,89,90,95,1,0,1,0,0
100,0,100,50,25,95,50,100,1
40,55,43,12,30,85,35,80,0
0,0,0,0,0,100,0,100,1
50,50,99,0,50,50,25,50,0
50,50,50,50,25,0,50,40,0
100,100,99,100,25,0,100,0,1
,50,0,80,,25,30,60,0
99,1,70,75,100,1,20,30,0
4,100,100,100,0,5,95,30,1
1,0,0,0,0,0,50,30,1
70,,100,100,10,,40,20,0
40,0,0,0,10,0,100,100,1
10,0,0,0,30,10,50,,1
75,90,75,75,40,50,50,25,1
0,100,0,0,25,0,90,100,1
50,5,25,100,25,3,20,20,0
100,95,100,90,0,5,45,80,1
85,95,100,100,10,10,30,0,0
80,0,,0,80,100,,50,1
100,,100,100,0,,0,0,1
0,0,0,0,85,90,25,50,0
0,,,,100,,,,1
40,30,25,40,20,50,50,35,0
99,50,99,50,50,50,50,0,1
100,0,100,100,99,100,0,95,1
0,,0,,0,,98,,1
50,100,0,,0,0,0,,0
100,80,100,50,100,5,0,10,0
75,,0,95,25,,50,15,1
90,80,50,,0,0,0,,0
100,100,100,100,0,10,50,0,1
100,100,100,100,0,0,0,0,0
99,0,90,90,99,20,0,20,0
75,100,0,100,25,0,0,0,0
95,50,50,,15,0,25,,1
50,0,50,75,10,100,50,0,1
95,,95,,75,,30,,1
90,100,100,100,10,0,0,0,0
0,0,0,2,10,4,30,60,0
,0,6,12,100,0,5,10,0
0,25,0,0,100,95,30,40,1
,80,50,35,50,50,50,50,0
0,75,90,,50,75,50,,0
90,,,,90,,,,0
0,0,0,0,0,0,50,20,1
75,100,0,100,25,5,10,10,0
55,25,90,0,60,75,30,50,0
40,0,,100,20,95,,0,1
0,0,100,,0,10,80,,0
99,0,0,0,50,30,50,99,1
0,0,,0,0,5,,8,0
0,,0,0,100,,0,100,1
100,98,99,99,0,56,99,1,0
0,0,0,0,98,99,90,50,1
0,,100,0,0,,0,100,1
,20,50,,,0,50,,0
100,,75,0,30,,0,0,0
85,,100,100,50,,0,0,0
50,,,,0,,,,0
100,,,,0,,,,0
45,,90,,70,,50,,0
60,,85,15,10,,0,0,0
85,100,100,100,50,0,0,0,1
50,,100,10,1,,0,0,0
85,90,95,85,95,25,15,50,0
95,95,50,98,50,95,0,50,0
100,0,100,0,30,0,0,0,1
90,50,60,100,90,0,99,,0
50,30,50,50,50,90,30,40,1
0,0,0,0,0,0,0,0,0
,,4,100,,,3,9,0
50,100,50,95,75,75,10,50,1
0,98,75,100,0,50,25,50,1
100,0,100,0,85,0,50,100,1
25,,,,85,,,,0
100,100,100,100,0,0,0,0,0
90,100,99,50,0,0,50,10,1
100,90,90,50,90,1,60,0,1
100,100,90,100,0,0,0,0,0
0,0,0,0,100,0,100,100,1
100,75,0,99,25,40,99,80,1
,75,50,80,,10,0,0,0
,0,0,0,,0,0,0,0
100,50,0,50,0,0,0,20,0
30,0,99,99,30,0,99,99,0
100,100,0,0,0,0,0,0,0
100,50,,,50,50,,,0
,50,50,85,,80,50,50,0
50,5,80,80,25,46,10,10,0
90,100,100,100,25,50,25,50,0
100,100,100,100,0,0,0,0,0
100,100,50,100,98,50,75,0,0
90,50,100,,40,50,0,,0
25,0,100,20,50,0,0,0,0
75,75,90,0,25,0,5,50,1
99,99,,,5,0,,,0
75,,,,50,,,,0
0,0,100,,100,0,10,,0
100,99,95,95,0,0,10,50,1
30,0,90,0,40,100,50,90,1
100,0,0,100,0,0,0,0,1
75,0,0,50,90,50,10,30,0
0,35,3,0,0,13,16,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,5,10,5,0,1
90,50,0,50,50,50,10,30,1
0,100,100,100,25,0,0,0,1
90,0,100,0,50,0,50,0,0
50,30,2,100,10,30,3,0,0
99,0,12,0,98,0,1,0,1
0,0,100,90,1,10,60,10,0
100,90,80,97,90,50,80,50,1
0,5,0,0,100,0,0,0,0
0,99,0,50,0,99,25,75,0
95,95,85,95,10,100,25,5,0
50,50,75,50,50,50,75,50,1
100,50,10,68,,,90,10,0
0,0,100,0,100,0,50,12,1
100,0,100,50,56,2,100,50,0
100,50,100,11,100,0,0,22,0
100,100,0,50,40,0,0,50,1
75,100,95,97,10,95,5,10,0
50,0,0,0,50,10,10,50,1
100,99,100,100,100,1,0,0,0
1,0,35,100,3,100,50,0,0
100,25,20,85,90,99,0,0,0
40,0,50,100,0,5,50,0,0
0,0,0,0,99,100,100,100,1
0,100,0,0,0,25,0,50,0
0,45,0,0,98,35,100,100,1
0,100,100,0,0,99,50,25,1
0,100,0,,100,0,0,,1
20,0,0,0,50,99,100,99,1
0,75,,30,0,60,5,90,0
100,100,100,100,0,100,0,0,0
100,50,50,50,0,10,50,50,0
100,1,0,,0,0,0,,0
0,98,100,100,0,1,3,0,1
90,50,0,5,20,100,0,6,1
100,99,75,0,50,0,50,99,1
0,0,0,100,0,100,100,50,1
100,100,0,0,0,0,5,50,1
0,0,50,,100,85,50,,1
0,0,100,,50,0,0,,0
50,90,90,90,75,10,10,10,0
100,100,100,100,0,85,0,75,0
0,0,100,11,100,100,100,0,0
100,0,100,0,95,100,50,50,0
50,0,50,0,75,100,50,0,0
75,100,0,40,10,0,0,0,1
0,0,100,75,15,,90,60,0
100,0,99,100,0,0,0,0,0
100,50,5,50,10,,6,50,0
0,0,100,0,0,10,50,0,1
50,0,0,0,2,0,55,0,1
0,0,0,80,0,0,0,0,1
38,,,100,25,0,,,0
0,99,95,99,0,50,99,98,1
89,85,75,50,0,0,1,10,0
60,0,70,0,20,0,1,,0
0,,100,70,0,,50,85,1
0,90,90,90,1,10,0,10,0
1,50,1,50,0,0,1,0,0
5,100,100,100,0,50,0,25,1
100,50,20,50,50,50,25,15,1
100,100,0,,50,20,,,1
30,0,80,100,10,100,50,10,1
80,0,0,90,70,0,0,90,0
100,0,100,100,75,99,100,0,0
0,0,,100,0,0,100,0,1
100,100,10,50,2,75,99,90,0
95,40,90,100,40,0,75,75,0
90,80,0,80,0,1,80,10,0
0,0,,90,50,1,,90,0
65,99,99,100,50,0,50,95,0
23,0,,,55,0,,,0
100,10,100,0,0,80,10,100,1
100,0,10,99,0,0,5,99,1
0,100,100,100,0,5,2,0,0
0,65,0,99,50,15,0,50,0
100,0,0,10,0,0,10,0,1
,1,0,25,0,2,1,0,0
0,0,0,0,0,100,0,0,0
50,50,50,50,10,50,50,50,0
75,99,0,90,10,0,20,0,1
0,100,100,0,0,0,0,0,0
0,100,80,99,10,0,0,0,0
100,99,50,100,0,0,0,50,1
50,98,,,50,45,,,0
50,,,,0,,,,0
50,80,100,,0,0,0,,0
1,0,0,0,50,50,0,0,0
20,60,90,80,10,50,10,0,0
50,0,0,0,25,0,5,0,1
0,100,30,50,50,50,0,30,0
50,50,100,50,0,60,50,50,1
2,50,90,40,100,80,85,50,0
0,50,2,,0,100,99,,0
85,95,95,75,0,0,100,25,0
100,,,0,0,,,0,0
50,3,50,4,75,2,90,50,0
99,99,99,100,0,95,1,15,1
90,0,0,0,95,100,100,100,1
99,100,0,100,10,75,100,90,1
75,0,100,100,25,10,0,0,1
3,3,0,100,1,0,0,0,0
5,10,0,0,0,0,0,0,1
23,100,100,90,40,99,100,99,1
0,90,90,100,50,0,50,80,0
50,75,50,40,50,50,50,50,1
0,100,100,50,10,70,50,100,1
1,0,100,25,50,0,50,0,0
50,100,50,99,50,0,0,17,0
0,34,100,100,0,0,0,100,0
1,66,5,50,2,44,44,50,1
0,100,0,100,99,0,0,2,1
100,100,100,100,0,0,0,99,1
0,80,90,100,16,0,20,0,1
0,50,100,0,0,30,50,50,1
99,0,85,35,0,85,0,20,0
50,50,8,99,20,50,70,99,1
0,95,90,95,90,98,90,97,1
99,0,0,0,0,100,50,0,0
100,0,,,20,0,,,0
50,,95,95,20,,50,50,1
100,100,97,60,75,50,96,80,0
50,50,100,100,85,75,10,50,1
100,100,50,0,0,1,50,100,1
100,0,100,0,0,100,0,100,1
0,0,100,100,0,0,0,60,0
0,,5,80,98,,98,20,0
50,90,99,0,35,20,10,0,1
100,40,100,0,45,20,50,0,0
3,100,1,1,1,100,0,1,0
100,0,100,1,0,0,34,80,0
0,99,0,0,0,50,0,0,1
0,100,100,,0,50,50,,1
0,0,100,100,10,0,0,100,1
100,,,70,100,,,70,0
0,100,0,100,50,50,0,10,0
0,0,0,0,0,50,90,10,1
75,,0,,25,,0,,0
0,0,0,1,1,0,0,8,1
50,55,100,100,50,0,25,0,1
0,0,0,0,95,100,100,100,1
0,0,0,0,0,50,0,0,1
,100,1,0,,50,0,0,1
0,15,20,100,0,100,10,100,1
0,100,100,0,15,50,0,100,0
99,50,80,0,0,25,50,80,0
75,99,97,,10,0,0,,1
80,100,99,50,50,25,0,10,0
75,0,100,100,40,0,50,30,0
50,25,50,50,50,1,10,0,0
45,0,0,50,75,91,25,33,0
100,0,100,0,50,0,99,0,1
90,0,99,100,10,90,99,20,1
70,0,0,0,5,0,100,50,0
0,0,90,0,0,0,10,50,1
100,1,,100,0,2,,0,0
99,70,90,50,50,0,0,0,0
0,50,25,100,0,10,12,50,0
1,0,0,0,1,0,99,99,0
90,50,50,0,50,50,50,0,0
20,0,100,75,50,0,0,0,0
95,0,50,100,85,0,99,9,1
100,0,70,0,0,0,,100,0
100,100,100,50,0,0,0,25,0
100,100,95,70,30,90,15,20,1
100,100,99,100,1,1,100,25,0
100,100,10,,10,20,50,,1
75,0,100,100,22,50,100,0,0
,,0,,,,0,,0
3,0,100,50,2,1,50,50,1
,95,95,95,,0,0,0,1
99,50,0,100,10,45,0,100,0
35,0,0,0,50,0,0,100,1
75,30,50,100,80,10,0,0,0
98,100,85,50,100,50,10,50,0
10,50,100,50,0,0,0,100,1
50,100,75,75,35,50,50,0,1
100,100,100,0,50,0,0,1,1
51,0,100,50,45,50,0,0,1
50,50,50,75,10,0,0,0,0
100,100,100,100,50,50,100,100,0
2,1,100,100,1,0,90,90,0
100,100,0,70,0,0,0,0,0
100,100,100,100,0,30,50,0,1
100,,,50,0,,,0,0
90,100,90,90,50,95,0,0,1
95,99,,,75,50,,,0
0,,0,0,50,,0,50,1
100,50,100,0,0,0,0,0,0
0,1,100,0,50,0,0,100,0
7,,,,4,,,,0
75,75,70,0,50,5,60,2,1
0,50,50,0,50,50,25,100,0
50,100,60,95,75,90,100,100,0
99,100,100,100,10,0,98,0,0
80,50,50,0,0,0,50,0,0
90,50,50,50,0,50,50,5,0
50,25,100,0,0,5,0,0,0
25,50,50,,50,50,20,25,1
100,100,90,100,50,10,20,5,1
100,0,50,0,20,100,50,100,1
57,100,50,20,0,85,,25,1
1,0,50,50,1,0,50,0,0
100,1,0,100,0,0,0,100,0
50,50,70,50,60,20,0,0,0
75,0,2,75,50,99,75,15,0
12,,100,1,2,,,12,0
30,45,30,40,40,60,20,10,0
50,0,100,0,50,50,50,0,1
100,100,100,100,0,50,0,0,1
100,100,100,100,100,25,0,100,1
75,100,100,100,10,0,0,0,1
0,100,100,0,0,0,90,50,0
20,0,0,0,40,0,0,100,1
100,100,5,0,100,0,95,0,0
100,0,100,0,100,0,0,5,0
0,50,,,100,50,,,0
,0,99,67,,0,75,30,1
0,,,100,0,,,50,1
70,,,100,25,,,0,0
25,,,100,10,,,47,1
10,,,0,50,,,0,0
0,90,60,0,0,50,50,0,1
100,0,95,100,50,90,50,50,1
100,99,90,0,50,0,40,0,1
20,10,50,0,10,10,100,50,1
0,0,0,0,2,100,100,0,1
100,0,0,100,0,0,100,0,1
75,0,0,0,25,50,70,50,0
100,100,99,10,25,10,50,0,0
9,0,90,80,3,0,50,20,1
,0,0,0,,0,0,100,0
100,100,100,100,25,0,0,0,1
0,100,50,100,0,50,50,100,0
0,0,0,100,0,0,0,100,0
50,0,0,0,30,0,1,40,1
100,0,70,0,0,0,50,0,0
20,,10,15,50,,20,20,0
40,80,85,88,55,10,5,57,0
0,0,0,50,0,0,10,5,1
100,,,100,100,,,2,1
100,100,95,50,0,100,0,0,0
