id,a13,a14,a15,a16,a17,a18,a19,a20,gen,race,income,birth_year,age
2927,,,95,90,90,100,,,1,0,6.07716559957746,1982,15
2928,,,,,75,50,100,100,1,0,9.96977781369192,1980,17
2929,,,100,100,75,50,,,1,0,9.14047215928962,1982,15
2930,,75,0,60,0,,,,0,0,10.0683462136069,1983,14
2931,,,,,50,65,25,,0,1,10.101886029635,1980,17
2932,,,,100,1,100,0,,1,0,9.66383630340341,1981,16
2933,,,50,100,100,100,,,1,0,9.87728515629288,1982,15
2934,,,,,100,100,100,0,1,0,8.11501357185044,1980,17
2935,,80,0,99,0,,,,1,0,7.33021533098223,1983,14
2936,,99,100,100,100,,,,1,0,9.04075988255993,1983,14
2937,75,99,95,90,,,,,1,0,8.43341970303918,1984,13
2938,,,,,95,,50,50,0,0,10.4566957610337,1980,17
2939,,85,99,100,100,,,,0,0,8.78301076620977,1983,14
2940,,,,,90,90,90,90,1,0,8.74078244945545,1980,17
2941,,90,100,100,100,,,,0,0,9.39510706399021,1983,14
2942,,,,10,,100,100,,1,0,10.5104449623201,1981,16
2943,90,80,60,40,,,,,1,0,8.87811383010995,1984,13
2944,100,100,99,98,,,,,1,0,9.70216697490981,1984,13
2945,,,,0,100,99,98,,0,0,10.3704952501107,1981,16
2946,,95,100,100,100,,,,1,0,9.99418704546818,1983,14
2947,,10,,0,50,,,,0,0,9.9298490241495,1983,14
2948,,75,100,100,100,,,,1,0,7.82792812775348,1983,14
2949,,,,,100,100,100,100,0,0,6.55310341180949,1980,17
2950,,,,90,98,50,50,,0,0,10.5709840531169,1981,16
2951,,95,98,85,99,,,,0,0,10.136868735295,1983,14
2952,,95,100,80,98,,,,1,0,9.44839259523611,1983,14
2953,,,0,50,0,0,,,1,1,10.0755914752367,1982,15
2954,,,1,100,50,0,,,0,1,10.3069261767504,1982,15
2955,100,100,98,98,,,,,0,0,8.24850688489895,1984,13
2956,,,,0,,,,,1,0,10.0688779473319,1981,16
2957,,,,100,75,0,0,,0,0,10.7362282545848,1981,16
2958,,,,50,75,100,100,,1,0,9.83176123722478,1981,16
2959,,,,0,,,100,,0,1,6.79076689419958,1981,16
2960,,90,,,,,,,0,1,8.02458591373137,1983,14
2961,,,,,5,0,0,50,1,1,8.43856157900411,1980,17
2962,,,,100,90,0,100,,1,1,9.82604636752794,1981,16
2963,,98,0,99,,,,,0,0,10.1107156237167,1983,14
2964,,,,,30,,,10,0,0,10.3751172795751,1980,17
2965,0,100,0,99,,,,,0,0,9.23426775152985,1984,13
2966,,1,90,,,,,,1,1,10.0421369312148,1983,14
2967,1,100,,,,,,,0,0,8.8524530525173,1984,13
2968,95,100,90,100,,,,,0,0,9.3688522540218,1984,13
2969,75,0,0,0,,,,,0,0,9.36035139431812,1984,13
2970,,,50,95,100,100,,,1,0,9.66784258169087,1982,15
2971,,,,,100,0,,,0,1,8.80484103832055,1980,17
2972,,,100,99,99,50,,,0,0,10.0828790840175,1982,15
2973,,,,50,,,,,0,0,10.0296620399221,1981,16
2974,0,,,,,,,,1,0,9.76154323466863,1984,13
2975,,,,0,98,100,100,,0,0,9.88509190315317,1981,16
2976,,65,85,85,60,,,,0,0,8.80759707898829,1983,14
2977,,,,,50,90,0,,0,0,10.4182091990468,1980,17
2978,,,,95,0,0,75,,0,0,9.32683386534982,1981,16
2979,,,90,100,98,100,,,0,0,10.234017805234,1982,15
2980,,,,,5,1,1,65,0,0,9.20579815072337,1980,17
2981,,,0,90,90,90,,,0,0,9.23658041233674,1982,15
2982,,,100,50,20,95,,,1,0,10.1314290134756,1982,15
2983,,,,,2,,0,,0,0,10.0020486549582,1980,17
2984,,,,75,20,90,50,,0,0,10.239716523763,1981,16
2985,,,50,100,50,95,,,1,0,9.42552396153195,1982,15
2986,,,,99,50,90,90,,1,0,10.1126240563774,1981,16
2987,0,0,10,75,,,,,1,0,9.33995827503388,1984,13
2988,,90,70,75,65,,,,0,0,10.4141401396744,1983,14
2989,,100,100,100,100,,,,1,0,10.0282880685531,1983,14
2990,,,75,50,70,50,,,0,0,9.71854716779923,1982,15
2991,,,,50,75,,,,1,0,10.3861662520924,1981,16
2992,,,,,85,0,50,50,0,0,11.3522852485985,1980,17
2993,100,50,50,50,,,,,0,0,10.0522273438349,1984,13
2994,,,,,2,50,100,,0,0,10.4491895314276,1980,17
2995,,95,10,,20,,,,0,0,9.44027509389026,1983,14
2996,,,,,0,85,95,,0,1,9.82411132248598,1980,17
2997,,,,,75,70,80,50,1,0,9.18587545210952,1980,17
2998,,,,95,1,90,90,,1,0,9.79299585444053,1981,16
2999,,100,0,0,75,,,,0,1,8.63099205942518,1983,14
3000,,,,99,,,,,1,0,8.76059063926941,1981,16
3001,99,89,95,35,,,,,0,0,10.912710954659,1984,13
3002,,,,,50,,,,1,0,8.84815307271791,1980,17
3003,,,0,100,,100,,,0,0,9.38743015660212,1982,15
3004,,,100,95,95,97,,,0,0,9.66295435691751,1982,15
3005,90,95,90,95,,,,,1,0,9.86739899300169,1984,13
3006,,,,75,,90,,,1,0,9.98218406051033,1981,16
3007,,90,,,,,,,1,0,10.141365548887,1983,14
3008,,50,0,0,0,,,,0,1,9.83209765742666,1983,14
3009,,,,98,99,95,98,,1,0,10.3302157613889,1981,16
3010,,,3,50,82,75,,,1,0,8.62989504248683,1982,15
3011,5,25,0,50,,,,,0,0,9.0460514973286,1984,13
3012,,,0,97,97,99,,,1,0,7.74426837620089,1982,15
3013,,,95,0,100,100,,,1,0,10.1941950371937,1982,15
3014,,,,,25,95,100,70,1,0,10.1894367683494,1980,17
3015,,95,95,99,80,,,,0,0,10.6131524579577,1983,14
3016,99,85,90,90,,,,,0,0,9.55911365462012,1984,13
3017,99,99,100,100,,,,,1,0,9.48386859633596,1984,13
3018,,,0,,100,90,,,1,0,9.12159788473163,1982,15
3019,,,,90,50,75,60,,0,0,10.7558945592212,1981,16
3020,,,0,100,100,98,,,0,0,10.353929864053,1982,15
3021,,,,,90,70,98,80,1,0,9.63918494676356,1980,17
3022,,90,95,60,80,,,,1,0,10.4510868796037,1983,14
3023,,,,,100,0,100,100,1,0,10.738512709273,1980,17
3024,,100,100,85,0,,,,0,0,9.00582790026788,1983,14
3025,,99,99,100,99,,,,1,0,9.34288760786811,1983,14
3026,,95,,90,100,,,,1,0,9.77931168180169,1983,14
3027,45,75,90,50,,,,,0,0,10.3739083476314,1984,13
3028,,0,10,90,100,,,,1,0,8.59293872397487,1983,14
3029,,,,,0,100,,,1,0,9.09463895187235,1980,17
3030,,,0,0,,,,,1,0,9.4105904868974,1982,15
3031,,,10,99,95,90,,,1,0,10.0963514476526,1982,15
3032,,100,100,100,0,,,,0,0,11.0008277703753,1983,14
3033,,,100,3,,,,,0,0,9.78989339704054,1984,13
3034,0,,100,100,,,,,0,0,9.23381195508095,1984,13
3035,,,,0,100,100,0,,0,0,8.62886740719311,1981,16
3036,,,100,50,100,,,,0,1,9.96165098178406,1982,15
3037,100,0,0,,,,,,1,1,9.76417705431416,1984,13
3038,,,,100,100,100,100,,0,0,10.7916524642721,1981,16
3039,,,75,0,95,95,,,1,0,9.93586727241026,1982,15
3040,,,0,100,100,0,,,1,1,9.56840784128718,1982,15
3041,,100,100,100,,,,,1,1,9.35747099655123,1984,13
3042,,,,,50,50,50,,0,0,10.2265193239175,1980,17
3043,100,0,100,100,,,,,0,0,10.7288709663246,1984,13
3044,,100,50,20,,,,,0,1,6.31357268499921,1983,14
3045,98,0,100,99,,,,,1,0,10.2145201178527,1984,13
3046,,,,,0,0,5,5,1,1,9.65193616961581,1980,17
3047,,,100,0,100,100,,,1,0,9.71419861804647,1982,15
3048,,,,,100,99,100,,0,0,9.70376357867595,1980,17
3049,,,97,100,100,100,,,1,0,9.11407592015169,1982,15
3050,90,90,,70,,,,,1,0,10.372788256377,1984,13
3051,,0,0,0,100,,,,1,0,9.89534992580294,1983,14
3052,,,,,1,30,100,99,1,0,8.21396090289333,1980,17
3053,,,99,50,99,50,,,0,0,10.6007581079925,1982,15
3054,,,,100,90,50,100,,1,0,9.45031982026921,1981,16
3055,,,50,100,70,75,,,0,0,10.0348830902849,1982,15
3056,,,,50,,100,,,0,0,10.0937352845088,1981,16
3057,100,9,100,100,,,,,0,0,9.27721038974913,1984,13
3058,0,0,100,,,,,,0,0,9.82924823634558,1984,13
3059,,,75,94,99,95,,,0,0,10.2802059667613,1982,15
3060,,,,,0,50,40,,1,0,9.2982704471155,1980,17
3061,,,,0,0,100,,,0,0,10.9584428466601,1981,16
3062,,,0,0,50,20,,,1,0,6.91888767534799,1982,15
3063,,,,0,0,0,,,0,0,10.3867375866562,1982,15
3064,75,100,,97,,,,,0,0,9.7305505691358,1984,13
3065,,,,90,0,0,,,0,0,9.94203053264961,1981,16
3066,,,0,10,0,0,,,1,0,9.35951536742085,1982,15
3067,,,,,75,75,50,75,1,0,10.3545287795529,1980,17
3068,,100,99,0,0,,,,0,0,10.1134579757062,1983,14
3069,,,,,100,99,99,100,0,0,10.4804852990308,1980,17
3070,,,98,100,90,,,,1,0,9.90020329039232,1982,15
3071,,,,,90,100,50,50,1,0,10.0186279178753,1980,17
3072,,100,0,70,50,,,,0,0,10.0121172237241,1983,14
3073,,,,,55,100,0,80,1,0,9.37869093438807,1980,17
3074,,56,35,75,50,,,,0,0,10.3150764601446,1983,14
3075,,,90,100,100,100,,,0,0,10.6482987043072,1982,15
3076,,,0,98,99,98,,,0,1,10.161750121289,1982,15
3077,97,99,90,75,,,,,0,0,10.5459764436578,1984,13
3078,,1,50,50,0,,,,1,1,8.53205590015555,1983,14
3079,,,0,98,0,0,,,1,0,10.448671095393,1982,15
3080,,0,0,50,0,,,,0,0,10.0272773211596,1983,14
3081,,,,,,,50,,1,0,7.93221060445636,1980,17
3082,90,,,,,,,,0,0,9.22715148675666,1984,13
3083,,50,100,,50,,,,1,0,9.00601012246979,1983,14
3084,,,,,80,,90,65,0,0,10.1535326945445,1980,17
3085,,75,,75,90,,,,1,0,9.93205275213453,1983,14
3086,,100,95,89,99,,,,1,0,9.71158547645218,1983,14
3087,,100,95,75,75,,,,1,0,9.69265342499255,1983,14
3088,,,75,,60,,,,0,0,10.0291592494371,1982,15
3089,,,,,100,100,100,0,0,0,11.1659879574485,1980,17
3090,,,,,80,80,0,100,0,0,10.6297844157462,1980,17
3091,0,99,75,30,,,,,0,0,9.87954604856248,1984,13
3092,,,85,75,95,,,,0,0,10.4706286930271,1982,15
3093,,,75,80,76,80,,,1,0,10.1271698816965,1982,15
3094,,,,,60,96,80,98,0,0,10.4742167242123,1980,17
3095,,,30,50,51,60,,,0,0,9.19865950422524,1982,15
3096,,100,75,100,100,,,,1,0,9.15620875688424,1983,14
3097,,,,50,50,50,0,,0,0,10.5913582659784,1981,16
3098,0,0,100,,,,,,0,0,10.2176301698299,1984,13
3099,,,100,100,100,100,,,1,0,10.4641693800308,1982,15
3100,,,5,0,0,,,,1,1,9.21445781121878,1982,15
3101,,,0,0,99,,,,0,1,9.33852702512591,1982,15
3102,,,,100,0,100,50,,0,1,8.24087109180469,1981,16
3103,0,2,0,0,,,,,0,1,9.16716819242306,1984,13
3104,,,,,99,0,40,,0,1,10.1922299368695,1980,17
3105,,,,,75,75,70,75,1,1,9.990888213556,1980,17
3106,,,0,0,100,0,,,0,0,9.75929680383693,1982,15
3107,,100,100,0,50,,,,0,0,10.2745177157044,1983,14
3108,,,,1,0,0,100,,0,1,8.57092109412169,1981,16
3109,,0,1,1,1,,,,0,1,9.9955426966172,1983,14
3110,0,0,50,50,,,,,0,0,7.43435027136801,1984,13
3111,,,,60,0,100,100,,0,0,8.05841439725817,1981,16
3112,0,0,95,100,,,,,1,0,9.12343508175214,1984,13
3113,100,100,100,0,,,,,0,1,9.64284967342168,1984,13
3114,,,,,0,0,,,0,1,9.5064781720733,1980,17
3115,,,,,0,100,99,,1,1,9.45228958295849,1980,17
3116,,,75,,,,,,1,1,10.3923588133794,1982,15
3117,45,,,,,,,,1,1,9.01662481626589,1984,13
3118,,,,100,100,,,,1,1,8.68745927456215,1981,16
3119,,,,,85,100,75,65,0,0,9.83313824228914,1980,17
3120,,,90,100,95,90,,,0,0,10.0118530171458,1982,15
3121,100,100,85,85,,,,,0,0,9.49981730525816,1984,13
3122,0,100,90,100,,,,,0,0,10.1978468953581,1984,13
3123,,100,100,99,20,,,,1,0,9.80633270570558,1983,14
3124,,,,100,,0,,,1,1,8.40573630134604,1981,16
3125,,,75,100,99,0,,,1,0,9.23104495948347,1982,15
3126,,100,100,100,90,,,,1,1,9.36183746597363,1983,14
3127,100,75,50,0,,,,,0,0,9.35347077560296,1984,13
3128,,,,,0,80,0,45,0,0,9.1834197631234,1980,17
3129,,,,,100,0,100,0,1,0,7.03154863266323,1980,17
3130,0,0,100,100,,,,,0,0,10.092732374979,1984,13
3131,,,,,0,0,50,100,0,0,11.3055026634651,1980,17
3132,,,,,0,0,80,100,1,0,10.1681849624608,1980,17
3134,,,50,15,85,80,,,1,0,9.90154035762381,1982,15
3135,,100,99,85,100,,,,0,0,10.1087370439127,1983,14
3136,0,100,100,100,,,,,0,0,10.1782078313887,1984,13
3137,,75,97,50,15,,,,0,0,10.1470000646095,1983,14
3138,,,,,100,1,,,0,0,10.370147087227,1980,17
3139,,,,15,99,99,50,,0,0,10.1609467127932,1981,16
3140,,,100,95,90,90,,,1,0,8.44812748485794,1982,15
3141,50,50,75,50,,,,,0,0,9.44424000372542,1984,13
3142,,,,99,95,0,0,,0,0,10.8260602178083,1981,16
3143,50,,0,0,,,,,0,0,9.15327511389922,1984,13
3144,,0,0,0,100,,,,1,0,9.89012892269408,1983,14
3145,,,50,50,80,100,,,0,0,9.97863853163173,1982,15
3146,,,100,100,100,0,,,0,0,10.0818152439287,1982,15
3147,,,0,75,95,50,,,0,1,9.92841723006316,1982,15
3148,,,,,100,100,50,100,1,0,10.4016930562884,1980,17
3149,,,90,100,0,0,,,0,0,9.90894981966821,1982,15
3150,,,50,100,100,100,,,0,0,10.0574536480231,1982,15
3151,100,75,100,0,,,,,1,0,8.98564253527835,1984,13
3152,,4,99,100,,,,,0,0,8.36934588730094,1984,13
3153,,,100,100,100,100,,,1,0,8.43593578474307,1982,15
3154,,,,,50,0,50,50,0,0,10.795390621601,1980,17
3155,,,,0,0,100,50,,1,0,9.53276721027159,1981,16
3156,,,0,50,50,50,,,0,0,9.68256766351947,1982,15
3157,,,,,100,,,,0,0,10.1268702181761,1980,17
3158,,,80,,,,,,0,0,10.0261811284836,1982,15
3159,,,,,50,95,100,100,1,0,10.1281932825796,1980,17
3160,,,,0,0,,,,1,0,9.99545186831018,1981,16
3161,,,,,20,100,75,,1,0,10.6049493050689,1980,17
3162,0,100,100,100,,,,,1,0,9.82385230684523,1984,13
3163,,,,100,75,100,100,,0,0,10.7457113010872,1981,16
3164,50,50,95,99,,,,,1,0,9.15671321303951,1984,13
3165,,95,100,100,100,,,,1,0,10.0493314900393,1983,14
3166,,,,50,50,75,80,,1,0,9.80972314866437,1981,16
3167,,,100,0,100,100,,,0,0,9.81863570630395,1982,15
3168,0,0,0,0,,,,,1,0,9.36926893915552,1984,13
3169,,97,100,99,90,,,,1,0,7.97308069967743,1983,14
3170,,,100,100,100,100,,,1,0,9.74586390397746,1982,15
3171,50,100,50,50,,,,,0,0,10.0160779341962,1984,13
3172,,0,65,100,80,,,,0,1,10.4129371923832,1983,14
3173,,,,,100,100,75,50,0,0,9.76771618031982,1980,17
3174,80,75,75,60,,,,,0,0,10.3464750550215,1984,13
3175,,,,90,50,,100,,1,0,10.5985765028455,1981,16
3176,,90,95,60,70,,,,0,0,10.2157617483329,1983,14
3177,90,100,100,100,,,,,1,0,10.1366184979045,1984,13
3178,,,,50,0,0,0,,1,1,9.18823433982271,1981,16
3179,50,0,0,1,,,,,1,1,9.86341077199013,1984,13
3180,,,,,90,95,0,100,1,0,10.2116763761952,1980,17
3181,,,70,75,100,100,,,0,0,10.0958242596283,1982,15
3182,75,50,98,100,,,,,1,0,8.90052075081391,1984,13
3183,,100,100,10,5,,,,1,0,10.1430675201725,1983,14
3184,,,,,99,,,,0,0,10.8622084035222,1980,17
3185,,0,,,,,,,1,0,9.74783392896155,1983,14
3186,,,,,75,90,90,100,1,0,8.39086622663275,1980,17
3187,,50,0,90,90,,,,0,0,9.94447544585252,1983,14
3188,,,,,99,99,99,90,1,0,9.51075503941069,1980,17
3189,,,,,90,70,99,90,1,0,10.8272957942519,1980,17
3190,,,75,95,99,,,,1,0,9.33876313005342,1982,15
3191,0,0,50,100,,,,,0,0,9.31405076072446,1984,13
3192,,,,,70,90,100,,1,0,10.3501719717243,1980,17
3193,,0,0,0,,,,,0,0,9.51537877786559,1984,13
3194,,100,100,90,75,,,,0,0,10.0203699907189,1983,14
3195,,,100,100,100,100,,,1,0,7.26365902180069,1982,15
3196,,,,,100,100,100,100,1,0,10.4390457352464,1980,17
3197,,,,90,40,85,30,,0,0,10.9380587700068,1981,16
3198,1,100,100,100,,,,,0,0,10.3125211124061,1984,13
3199,,45,90,0,0,,,,1,0,9.56607397297686,1983,14
3200,,,,25,100,100,50,,1,0,9.71838492224175,1981,16
3201,,,20,99,50,90,,,0,0,10.3622268883336,1982,15
3202,,1,0,100,100,,,,0,0,9.79345291147154,1983,14
3203,,,90,99,80,0,,,1,1,8.65620517490862,1982,15
3204,,2,50,50,100,,,,1,1,8.48373105280626,1983,14
3205,,,0,100,50,50,,,0,0,8.01662421668155,1982,15
3206,,0,75,100,100,,,,1,0,9.49763962031296,1983,14
3207,,,,,,11,90,,0,0,8.37283610088171,1981,16
3208,,,0,,,,,,0,0,10.2635374596977,1982,15
3209,,,,0,0,100,,,0,0,6.63878332397545,1982,15
3210,100,99,50,85,,,,,1,0,9.30490001875549,1984,13
3211,,50,98,100,99,,,,1,0,9.25051044047829,1983,14
3212,100,0,45,40,,,,,0,0,9.43044268534171,1984,13
3213,,,100,100,100,75,,,1,0,10.132201523024,1982,15
3214,100,95,95,100,,,,,1,1,9.2410169185952,1984,13
3215,,,,50,10,50,0,,0,0,9.96309459833434,1981,16
3216,,,,95,29,99,50,,0,0,9.95408694199899,1981,16
3217,,,25,,,,,,0,0,10.3728498136177,1982,15
3218,100,100,,,,,,,1,0,9.22442091618317,1984,13
3219,,90,50,90,95,,,,0,1,9.24328521418138,1983,14
3220,,50,0,40,0,,,,0,0,9.75592450571669,1983,14
3221,,,,,50,90,75,98,1,0,9.35970662850758,1980,17
3222,,,,,0,2,0,0,0,0,11.1008023632646,1980,17
3223,,,75,75,25,100,,,1,0,9.74075131227245,1982,15
3224,,99,20,,0,,,,0,0,9.94807435096055,1983,14
3225,,,,,50,99,50,0,1,0,9.00589428114322,1980,17
3226,,,,0,,,,,0,0,10.6638592370372,1981,16
3227,,,,,50,50,50,50,1,1,9.99620079055028,1980,17
3228,,,90,97,90,,,,1,0,9.94528514644515,1982,15
3229,,0,99,0,0,,,,1,0,9.32829758699612,1983,14
3230,,,,95,50,100,0,,1,0,10.3460962687148,1981,16
3231,,,0,83,0,,,,0,0,8.5296740385867,1983,14
3232,100,98,92,60,,,,,1,0,7.63981460976322,1984,13
3233,,,,,,0,0,0,1,0,10.528346467425,1980,17
3234,,,,,50,,,,0,0,10.3080051321039,1980,17
3235,,,,75,100,60,50,,1,0,9.61826238837189,1981,16
3236,,99,99,100,100,,,,1,0,9.76116213827556,1983,14
3237,,,,99,75,0,100,,1,0,10.3257253670923,1981,16
3238,,,,0,0,0,0,,1,0,9.49230513980947,1981,16
3239,,100,90,75,95,,,,1,0,9.51437379719487,1983,14
3240,,95,100,0,65,,,,1,0,9.62206753926587,1983,14
3241,,1,,100,,,,,1,1,9.19846877361411,1983,14
3242,,,90,50,50,90,,,1,0,9.65289239283303,1982,15
3243,,,,,100,100,,100,1,1,9.25626814871451,1980,17
3244,,,95,90,99,90,,,0,0,10.175423986823,1982,15
3245,,75,100,99,60,,,,0,0,10.4003813189443,1983,14
3246,,,,,55,0,50,0,0,1,8.39487745682448,1980,17
3247,,,,50,95,95,,,0,0,9.24823069600036,1981,16
3248,,,,99,99,90,100,,1,0,9.34686140032742,1981,16
3249,,,,100,75,100,,,1,0,9.24630933343133,1981,16
3250,,,,,90,100,100,100,1,0,9.94063985279301,1980,17
3251,,100,100,100,100,,,,1,1,9.88326931698365,1983,14
3252,100,100,0,0,,,,,1,1,9.17912058561904,1984,13
3253,50,15,50,75,,,,,0,0,9.54958764263782,1984,13
3254,,,,,100,100,100,99,1,0,10.8160450168794,1980,17
3255,,,,,80,100,100,,1,0,10.0232530701431,1981,16
3256,70,75,50,0,,,,,0,0,9.16509615036446,1984,13
3257,,,,,75,50,85,10,1,0,8.34446273301569,1980,17
3258,,,,,99,100,99,100,0,0,10.3544095240819,1980,17
3259,,,,,100,50,75,,0,0,9.54623560588562,1981,16
3260,,2,70,,,,,,0,0,9.60920449284957,1983,14
3261,,,,10,100,50,100,,1,0,9.55172810518566,1981,16
3262,,90,45,100,75,,,,0,0,10.2440537766772,1983,14
3263,,,,99,70,90,100,,0,0,8.31220169797443,1981,16
3264,,,,50,0,0,,,1,0,10.2234435634756,1981,16
3265,,,,,0,50,,,1,0,8.63499844990026,1980,17
3266,,,,25,10,30,,,0,0,10.7049162903326,1981,16
3267,,,100,15,67,99,,,1,0,9.56301737841909,1982,15
3268,,,,100,98,99,100,,1,0,9.01817396197544,1981,16
3269,,0,99,100,,,,,0,0,10.1978677529442,1983,14
3270,,,,100,0,0,100,,0,0,10.1049563630569,1981,16
3271,,,,100,85,99,100,,0,0,9.68392334039781,1981,16
3272,,80,99,99,98,,,,1,0,10.1238965132347,1983,14
3273,,,,,75,99,75,0,0,0,10.0608791897841,1980,17
3274,,,,90,100,50,100,,0,0,10.8979624062847,1981,16
3275,,,,75,0,,,,0,0,10.5694727354329,1981,16
3276,,,100,99,100,100,,,1,0,9.89015339346664,1982,15
3277,,,,75,0,100,95,,1,0,9.44941889871775,1981,16
3278,,95,0,99,100,,,,1,0,9.18445332039177,1983,14
3279,50,75,98,99,,,,,1,0,9.35924594223017,1984,13
3280,,,,0,50,100,,,1,0,10.3970080583794,1981,16
3281,50,90,90,50,,,,,0,0,8.94344166424838,1984,13
3282,50,99,0,0,,,,,1,0,9.37256974119941,1984,13
3283,,,,0,50,75,90,,0,0,9.3664698047223,1981,16
3284,98,100,,100,,,,,1,0,9.17361069606307,1984,13
3285,50,50,100,0,,,,,0,0,9.13275725102254,1984,13
3286,,50,50,50,50,,,,0,0,9.81740312966697,1983,14
3287,,,,0,0,0,0,,0,1,10.8166410946137,1981,16
3288,,50,0,0,95,,,,1,1,10.0401577551579,1983,14
3289,,,100,100,99,100,,,0,0,10.4472469496446,1982,15
3290,0,50,0,0,,,,,0,0,9.67100025776741,1984,13
3291,,,,100,96,99,,,1,0,8.82826502914148,1981,16
3292,,100,100,100,,,,,1,0,7.22301122732143,1983,14
3293,,,,0,95,50,0,,0,0,8.90392131291216,1981,16
3294,,,,100,50,100,25,,0,0,8.72308010573067,1981,16
3295,,,,,95,100,98,100,1,0,10.156208064623,1980,17
3296,,,,100,50,0,50,,1,0,10.0675124051965,1981,16
3297,100,100,50,0,,,,,1,1,9.27456825762091,1984,13
3298,,,,,0,50,50,50,1,1,9.27975921348479,1980,17
3299,,,100,96,0,100,,,0,1,9.28376615643238,1982,15
3300,96,100,0,94,,,,,0,1,9.83549466501576,1984,13
3301,100,100,100,50,,,,,0,1,8.20606054005227,1984,13
3302,0,50,100,50,,,,,1,0,9.87409031360282,1984,13
3303,99,100,100,0,,,,,1,0,10.0722017140487,1984,13
3304,,,,,100,90,75,90,0,0,10.2474637883611,1980,17
3305,100,0,88,96,,,,,0,1,8.47970652207627,1984,13
3306,,,,50,100,100,0,,1,0,9.05514898216924,1981,16
3307,,,,100,100,0,100,,1,0,10.541782266702,1981,16
3308,,,,100,100,95,0,,1,0,10.2829563605995,1981,16
3309,,,50,50,100,0,,,0,0,8.24103495229242,1982,15
3310,,,,,77,50,100,90,0,0,9.728775349738,1980,17
3311,,100,100,0,100,,,,0,0,9.76273160939006,1983,14
3312,,,,,90,,0,100,1,0,9.88644440132217,1980,17
3313,,100,,0,0,,,,1,0,9.70653491067429,1983,14
3314,,,,,10,,,,0,0,10.7744794552445,1980,17
3315,,,,0,50,0,100,,0,0,10.1426789742486,1981,16
3316,,90,50,100,50,,,,1,0,9.44218040876555,1983,14
3317,100,50,50,0,,,,,1,0,9.68030031442906,1984,13
3318,99,0,0,0,,,,,1,0,8.65844996608208,1984,13
3319,,,,100,80,99,,,1,0,8.02088010253572,1981,16
3320,,,98,,100,100,,,1,0,9.89908991563036,1982,15
3321,,,,25,90,99,0,,0,0,10.4203942841728,1981,16
3322,,5,50,95,60,,,,0,0,10.0827589279887,1983,14
3323,,,,,0,100,,,1,0,9.86753955228809,1980,17
3324,,,0,100,100,100,,,1,0,10.3518922953994,1982,15
3325,,,,,95,95,100,90,0,0,10.6775757213014,1980,17
3326,,,,,95,0,0,60,1,1,10.1232461385248,1980,17
3327,,,,85,95,93,65,,0,0,8.37970402452736,1981,16
3328,,,,,0,100,100,100,0,0,10.3903870870164,1980,17
3329,,0,0,95,99,,,,1,0,8.38865577329463,1983,14
3330,,,,,100,90,75,100,0,0,11.3913971602257,1980,17
3331,,,100,85,100,100,,,1,0,10.1628758564373,1982,15
3332,,,100,95,100,100,,,0,0,9.98175789176932,1982,15
3333,0,0,66,70,,,,,0,0,10.0451748944852,1984,13
3334,,,99,100,100,99,,,1,0,9.80214049023096,1982,15
3335,,,,75,,100,0,,0,0,8.71397123870563,1981,16
3336,,50,50,40,,,,,0,1,9.66357853312406,1983,14
3337,,,,,100,,100,100,1,1,9.63017610183079,1980,17
3338,50,50,96,98,,,,,0,1,9.87482659508063,1984,13
3339,,,75,75,50,99,,,1,1,9.84628805608985,1982,15
3340,100,100,100,50,,,,,0,0,9.07909454129092,1984,13
3341,75,75,50,75,,,,,0,1,10.4648521364628,1984,13
3342,,,,,100,100,,,1,0,8.59158288634645,1980,17
3343,,,100,95,100,0,,,0,0,10.1415176197436,1982,15
3344,,0,,99,75,,,,0,0,10.2581158868723,1983,14
3345,,,,,100,100,100,100,1,1,9.55384444275525,1980,17
3346,,,,100,100,100,99,,1,1,9.77814721308066,1981,16
3347,,95,0,0,33,,,,0,0,10.3450148962283,1983,14
3348,,,,75,90,100,100,,1,0,7.49449258051569,1981,16
3349,,,100,80,75,75,,,1,0,10.4538110588727,1982,15
3350,,,,0,,100,0,,0,0,10.6601475081376,1981,16
3351,,,25,,10,30,,,0,0,9.77637004384257,1982,15
3352,,,0,,,,,,0,0,10.3848317076838,1982,15
3353,,,100,100,99,50,,,1,1,9.07325308497753,1982,15
3354,,,,,90,100,,,0,0,10.7251011716925,1980,17
3355,,,90,,,,,,1,0,9.27639692059862,1982,15
3356,,,95,90,50,50,,,0,0,10.2633375011847,1982,15
3357,80,40,,,,,,,1,0,9.24751515548587,1984,13
3358,,,,100,75,0,98,,1,0,10.9040794956816,1981,16
3359,,,0,100,100,100,,,0,0,9.51488408655063,1982,15
3360,,50,,99,90,,,,1,1,9.7806532926876,1983,14
3361,,,,100,100,100,,,1,0,9.91323034553301,1982,15
3362,100,100,0,5,,,,,0,1,9.75494086400963,1984,13
3363,,,,80,99,99,100,,1,0,9.8071795289089,1981,16
3364,,,99,100,100,100,,,1,0,10.0391173161081,1982,15
3365,,100,85,90,100,,,,1,0,10.2730509599502,1983,14
3366,100,0,10,100,,,,,0,0,8.67914785460332,1984,13
3367,,,,,100,100,70,90,0,0,10.6103775242004,1980,17
3368,0,50,50,95,,,,,1,0,9.2359609923832,1984,13
3369,,,,,25,35,75,80,0,0,10.17193129854,1980,17
3370,,,100,75,,,,,0,0,10.7534960571771,1982,15
