id,a13,a14,a15,a16,a17,a18,a19,a20,gen,race,income,birth_year,age
7707,0,0,100,,,,,,1,1,7.9398812552917,1984,13
7708,100,100,100,100,,,,,1,1,9.63163240274736,1984,13
7709,,,,,6,,100,100,1,1,9.00449881130941,1980,17
7710,83,1,70,0,,,,,0,1,9.04238141494615,1984,13
7711,,,,100,100,100,,,1,1,9.25332299960096,1981,16
7712,,,,,0,,,,0,1,10.1531811715991,1980,17
7713,,,,,0,0,0,0,1,1,10.4756087794721,1980,17
7714,,,,,49,50,40,,0,1,8.91367580016772,1981,16
7715,,,0,,,,,,1,1,10.122474832582,1982,15
7716,,,0,80,100,100,,,1,1,7.47579059152179,1982,15
7717,,,,,99,100,100,,1,1,9.01023371044684,1980,17
7718,,,,,,100,100,100,0,1,9.47196574161698,1980,17
7719,,3,0,56,100,,,,1,1,9.88345190429506,1983,14
7720,1,0,0,100,,,,,1,1,8.98591788742389,1984,13
7721,,,,,67,75,75,0,0,1,10.2462769092084,1980,17
7722,,,20,0,25,10,,,0,1,9.48712668242412,1982,15
7723,,0,50,50,70,,,,0,1,10.0951874889738,1983,14
7724,,99,100,100,100,,,,1,1,9.12755297383806,1983,14
7725,,,,0,100,100,0,,0,1,8.21939887605911,1981,16
7726,,0,0,0,,,,,0,1,9.89545034574346,1983,14
7727,,,10,0,0,5,,,0,1,6.91830227565916,1982,15
7728,,0,100,0,0,,,,1,1,9.02345364916292,1983,14
7729,,,0,100,0,75,,,0,1,7.41478942155729,1982,15
7730,,,0,0,0,0,,,1,1,9.14374694277384,1982,15
7731,,,89,70,80,70,,,0,1,9.35232982815757,1982,15
7732,1,100,100,99,,,,,1,1,7.59731213160945,1984,13
7733,,,,,0,0,0,1,0,1,9.72765817772476,1980,17
7734,,,10,1,0,0,,,1,1,9.37145268404812,1982,15
7735,10,0,0,100,,,,,0,1,8.84193533297507,1984,13
7736,0,1,95,10,,,,,1,1,8.8382503013445,1984,13
7737,,,100,1,100,0,,,0,1,9.10670830037708,1982,15
7738,,,,100,85,100,95,,1,1,9.59378816648642,1981,16
7739,,56,15,60,50,,,,0,1,9.08770662358718,1983,14
7740,,,25,100,50,90,,,1,1,9.81069189427868,1982,15
7741,,,100,100,100,100,,,1,1,8.49147328669092,1982,15
7742,,,,,100,50,15,15,0,1,8.17312474068068,1980,17
7743,,,,100,100,0,0,,1,1,9.21877020619131,1981,16
7744,,,,0,50,0,75,,0,1,8.95262715491573,1981,16
7745,,,,100,0,50,0,,0,1,9.91335886982302,1981,16
7746,,,0,2,0,0,,,0,1,9.97636680521565,1982,15
7747,,,,10,0,5,100,,0,1,9.40693213798177,1981,16
7748,5,0,100,99,,,,,0,1,8.73344019649475,1984,13
7749,,100,50,100,100,,,,0,1,9.78884175474108,1983,14
7750,,,,,0,50,100,,0,1,8.60450783912408,1980,17
7751,,,5,0,82,100,,,0,1,10.0382835565662,1982,15
7752,67,0,13,100,,,,,0,1,10.4775718352422,1984,13
7753,,,,,100,0,,,0,1,9.30869129286432,1980,17
7755,,,,0,0,100,100,,0,1,9.45473455943719,1981,16
7756,,,50,100,100,100,,,1,1,10.2412659275497,1982,15
7757,,,,0,20,75,45,,0,1,8.4707188167261,1981,16
7758,,,100,99,100,100,,,1,1,5.54102247688322,1982,15
7759,,95,99,99,98,,,,0,1,8.75948319737398,1983,14
7760,,,,,70,0,0,,0,1,9.23770805633275,1980,17
7761,,,25,0,,,,,0,1,10.6310879390924,1982,15
7762,,10,,,,,,,1,1,8.99334997686901,1983,14
7763,12,80,,,,,,,0,1,8.997888165203,1984,13
7764,50,100,100,95,,,,,1,1,9.15267663143636,1984,13
7765,,,,100,100,100,100,,1,1,9.42245424001983,1981,16
7766,,100,80,50,100,,,,1,1,10.1125880045733,1983,14
7767,,10,0,0,0,,,,1,1,9.18368791540575,1983,14
7768,,,,,90,0,50,50,0,1,9.4670502926321,1980,17
7769,,,,,0,0,50,50,1,1,7.55611866017014,1980,17
7770,,,,75,5,100,99,,1,1,10.3188956632459,1981,16
7771,,,99,10,0,0,,,0,1,8.71943917678334,1982,15
7772,,,,0,50,75,,,0,1,8.92848294651152,1981,16
7773,,,,55,95,75,0,,1,1,9.83568382151071,1981,16
7774,,,,100,99,99,,,1,1,10.5112650252944,1981,16
7775,,,,,99,100,,,0,1,9.28150054572809,1980,17
7776,,,,55,35,58,50,,0,1,9.20868441155676,1981,16
7777,,,,100,100,0,100,,1,1,7.54635779604161,1981,16
7778,,,85,40,50,50,,,0,1,10.441082461114,1982,15
7779,,25,50,0,0,,,,0,1,10.0829231133434,1983,14
7780,,,,50,0,50,0,,1,1,8.45305207239981,1981,16
7781,,,,89,100,100,95,,1,1,10.1539517151941,1981,16
7782,,,90,100,95,,,,1,1,9.89174854451125,1982,15
7783,,,,,75,0,0,,0,1,10.3348743163298,1980,17
7784,50,100,100,100,,,,,0,1,10.1194018594981,1984,13
7785,,1,0,0,0,,,,0,1,9.65258598099872,1983,14
7786,,,,95,,0,0,,0,1,10.7064733992422,1981,16
7787,,0,,100,100,,,,1,1,9.97007185990066,1983,14
7788,,,100,100,0,3,,,0,1,8.6791288381177,1982,15
7789,,,,50,,,,,0,1,10.6536923071746,1981,16
7790,,,,50,100,0,0,,0,1,10.1972561440666,1981,16
7791,,,80,0,0,100,,,0,1,10.20694400586,1982,15
7792,,,0,1,,,,,1,1,8.58508093549493,1983,14
7793,50,95,0,,,,,,1,1,9.84408336978929,1984,13
7794,0,0,100,100,,,,,1,1,9.78503865196993,1984,13
7795,,,,,50,100,0,0,1,1,9.85495560058383,1980,17
7796,,,,,100,50,100,0,0,1,9.61686417842107,1980,17
7797,,,,75,99,,75,,0,1,8.60013727022135,1981,16
7798,,75,50,50,50,,,,1,1,7.77817269935268,1983,14
7799,100,95,99,100,,,,,0,1,9.82248036428654,1984,13
7800,,,,,0,100,100,100,0,1,10.2645330740048,1980,17
7801,,98,0,100,100,,,,1,1,7.15021783704942,1983,14
7802,,,,,75,0,0,0,0,1,10.4787970871721,1980,17
7803,,,,100,100,0,0,,0,1,10.1241747446296,1981,16
7804,,0,100,50,0,,,,1,1,9.65130999245351,1983,14
7805,,,25,65,90,0,,,0,1,9.84911207344775,1982,15
7806,,,,,99,99,,,0,1,10.4163803008752,1980,17
7807,,,,,100,90,100,100,0,1,9.9236872453422,1980,17
7808,,,90,100,10,0,,,0,1,8.44114978987515,1982,15
7809,,,,,100,,,,1,1,7.93311563468153,1980,17
7810,100,0,,,,,,,0,1,10.521114834738,1984,13
7811,0,0,0,0,,,,,1,1,8.6237761454973,1984,13
7812,,,,50,100,99,100,,0,1,9.74302441198151,1981,16
7813,,100,50,75,0,,,,1,1,9.1194990724655,1983,14
7814,,,,,100,,0,0,1,1,8.60799514785584,1980,17
7815,,0,1,50,0,,,,1,1,7.67046239608305,1983,14
7816,,,,,100,0,0,100,1,1,8.3856228867023,1980,17
7817,,,,95,100,99,100,,1,1,9.13002360270177,1981,16
7818,,,,78,54,100,70,,0,1,10.6316084167427,1981,16
7819,,,,,90,99,0,0,1,1,9.66139324635505,1980,17
7820,,,99,65,0,95,,,0,1,10.0852069888352,1982,15
7821,,,,0,60,0,0,,0,1,8.2816764348331,1981,16
7822,,70,99,100,99,,,,0,1,8.62876033691595,1983,14
7823,,,,,25,,100,,1,1,8.21655702154611,1981,16
7824,,,,75,0,99,99,,1,1,9.48333431971523,1981,16
7825,,,,100,10,100,100,,0,1,9.85305433793385,1981,16
7826,,,,,50,50,,,1,1,10.0633206618186,1980,17
7827,50,0,,,,,,,0,1,8.21405823717139,1984,13
7828,,1,95,50,50,,,,1,1,7.15026312545355,1983,14
7829,,,,0,,10,0,,1,1,9.68653510027388,1981,16
7830,,,,50,0,,0,,1,1,9.02569732706866,1981,16
7831,,,98,100,95,100,,,0,1,10.1213616413479,1982,15
7832,100,0,80,0,,,,,0,1,8.51855273275288,1984,13
7833,,,,,90,100,,50,0,1,9.8438296825439,1980,17
7834,,,,0,40,30,20,,0,1,8.3135303645648,1981,16
7835,,0,0,99,100,,,,0,1,9.05534807227557,1983,14
7836,,,,90,90,70,100,,1,1,10.1540707830934,1981,16
7837,,,,,0,50,100,50,1,1,10.3947243463624,1980,17
7838,,0,50,,80,,,,0,1,7.58181021791322,1983,14
7839,,,,,50,50,0,50,0,1,10.5237458984431,1980,17
7840,,50,100,100,100,,,,1,1,9.30951900146062,1983,14
7841,,,50,0,0,0,,,1,1,8.65347026454646,1982,15
7842,,0,100,99,99,,,,1,1,7.70170185119166,1983,14
7843,0,0,0,0,,,,,1,1,7.04586603593953,1984,13
7844,,,0,0,0,0,,,1,1,8.66806269689313,1982,15
7845,,,,50,80,75,,,0,1,10.2979009706778,1982,15
7846,,,,,10,100,0,0,1,1,9.25656528482686,1980,17
7847,,69,90,90,99,,,,0,1,6.84181320594899,1983,14
7848,0,100,100,100,,,,,0,1,8.40895770132807,1984,13
7849,,,,0,60,100,0,,0,1,9.9602850067572,1981,16
7850,,100,,0,0,,,,0,1,8.75943399261901,1983,14
7851,,,,100,100,100,0,,1,1,9.15424341505316,1981,16
7852,100,99,59,99,,,,,1,1,9.47504974644019,1984,13
7853,,,,100,95,90,100,,1,1,9.61199572529998,1981,16
7854,,,60,60,15,50,,,0,1,9.06438086134412,1982,15
7855,,90,100,100,100,,,,0,1,10.0523750437071,1983,14
7856,,25,100,95,0,,,,1,1,9.91224561891609,1983,14
7857,,,50,0,100,99,,,1,1,10.058104941838,1982,15
7858,,0,,0,100,,,,1,1,9.83851469809673,1983,14
7859,99,0,0,0,,,,,0,1,8.93215911181652,1984,13
7860,25,20,0,0,,,,,0,1,8.93061309793402,1984,13
7861,50,100,0,0,,,,,0,1,9.25737907359404,1984,13
7862,,,,55,75,50,10,,0,1,9.39980165074334,1981,16
7863,,,,,75,50,100,100,1,1,9.06636458357928,1980,17
7864,,,90,100,100,100,,,0,1,9.33547627989469,1982,15
7865,,,,,75,65,79,0,0,1,9.75277952786979,1980,17
7866,,,90,100,0,50,,,0,1,8.27075339326602,1982,15
7867,,,,50,,20,25,,0,1,9.50608885854416,1981,16
7868,0,100,0,0,,,,,1,1,9.77419977945316,1984,13
7869,,,,0,0,0,2,,0,1,7.71483022462762,1981,16
7870,35,0,0,0,,,,,1,1,9.74530237498379,1984,13
7871,,,50,50,99,10,,,1,1,8.98758438162246,1982,15
7872,,75,0,0,0,,,,1,1,8.86199273108007,1983,14
7873,,,,,75,50,75,50,1,1,8.74518580999281,1980,17
7874,,80,0,0,0,,,,1,1,9.40074050775489,1983,14
7875,,,,,0,100,100,0,0,1,10.8500614001217,1980,17
7876,,75,0,100,1,,,,0,1,8.83979112045453,1983,14
7877,,,,,100,,100,0,1,1,9.63669325222356,1980,17
7878,,,,0,,100,100,,1,1,9.35465109000324,1981,16
7879,,,50,,,,,,0,1,8.80772404348033,1982,15
7880,,,,,0,100,100,90,1,1,8.11328960993987,1980,17
7881,,,,80,15,0,,,0,1,9.52926224751899,1981,16
7882,,,,50,0,50,100,,0,1,9.51221404728393,1981,16
7883,,,,,0,100,,100,0,1,9.2164943533274,1980,17
7884,,,,50,,25,0,,0,1,9.22625134745158,1981,16
7885,,,,100,1,,100,,0,1,8.82997442686617,1981,16
7886,,,100,0,100,100,,,1,1,9.02409087181914,1982,15
7887,,,,100,100,60,100,,1,1,9.53745723420477,1981,16
7888,,,10,100,50,50,,,1,1,9.56544790666231,1982,15
7889,,,,,100,0,100,0,0,1,10.0557732584887,1980,17
7890,,,0,50,50,35,,,0,1,10.4094258286164,1982,15
7891,,,,100,0,0,50,,0,1,10.4100298137827,1981,16
7892,,0,75,0,100,,,,1,1,10.3172045930492,1983,14
7893,,,99,0,75,,,,0,1,9.13764126558562,1982,15
7894,,,,10,0,90,0,,0,1,9.11572842049696,1981,16
7895,,90,70,0,100,,,,1,1,9.2880122339749,1983,14
7896,,100,85,100,100,,,,1,1,8.92990795233473,1983,14
7897,,100,0,,50,,,,0,1,8.00055218254414,1983,14
7898,0,99,99,100,,,,,0,1,9.49683642097316,1984,13
7899,,,0,0,0,100,,,1,1,8.08159983641759,1982,15
7900,,,65,89,50,100,,,0,1,9.17163774982052,1982,15
7901,,,,,50,55,50,100,1,1,9.26414887814305,1980,17
7902,,0,0,1,5,,,,0,1,10.0428611683483,1983,14
7903,,,,,0,0,0,100,1,1,10.3249161791713,1980,17
7904,,,75,100,100,95,,,1,1,9.8502074166508,1982,15
7905,,100,0,100,,,,,0,1,7.64635479230204,1983,14
7906,99,98,95,90,,,,,1,1,10.5844510989713,1984,13
7907,,,0,70,0,0,,,1,1,10.00868438117,1982,15
7908,100,100,99,100,,,,,1,1,8.35992809899752,1984,13
7909,,,100,0,95,100,,,1,1,8.93730501329175,1982,15
7910,,,,50,100,100,100,,0,1,10.2948038764973,1981,16
7911,,,,,100,50,100,100,1,1,9.56519004721979,1980,17
7912,100,100,100,60,,,,,0,1,9.24703942332714,1984,13
7913,,,,,100,1,,100,0,1,10.9709209204565,1980,17
7914,,,,80,5,10,100,,0,1,7.84862446575242,1981,16
7915,100,0,0,0,,,,,0,1,9.29332003348327,1984,13
7916,,,100,50,,50,,,0,1,9.84826810291809,1982,15
7917,,100,0,,,,,,0,1,9.77134823180973,1983,14
7918,,,,,100,100,100,75,1,1,10.464680429629,1980,17
7919,,,,,50,0,90,99,0,1,9.12625531974039,1980,17
7920,,,0,0,100,0,,,1,1,9.78988981947901,1982,15
7921,,,,99,95,99,0,,0,1,10.7560458719605,1981,16
7923,100,100,100,0,,,,,1,1,9.8337150564684,1984,13
7924,,,,100,0,0,,,1,1,10.68575023915,1981,16
7925,,100,0,0,,,,,1,1,9.54425039885355,1983,14
7926,2,75,50,50,,,,,1,1,10.1774623986357,1984,13
7927,90,99,100,0,,,,,1,1,8.55923635642265,1984,13
7928,,30,100,5,0,,,,0,1,9.38855771965629,1983,14
7929,,100,50,50,100,,,,0,1,9.7394143850148,1983,14
7930,,100,100,100,100,,,,0,1,8.86602173470311,1983,14
7931,,,,,95,90,80,99,1,1,10.863069492402,1980,17
7932,,90,0,0,0,,,,1,1,8.899567892948,1983,14
7933,,,75,45,30,50,,,0,1,10.8379134384721,1982,15
7934,0,100,0,0,,,,,0,1,8.83089090666819,1984,13
7935,100,89,99,99,,,,,0,1,10.1225239625727,1984,13
7936,,,65,85,75,10,,,0,1,9.95660025519055,1982,15
7937,100,0,0,0,,,,,1,1,9.73462967116707,1984,13
7938,50,10,,0,,,,,1,1,9.30009477653563,1984,13
7939,,0,0,0,100,,,,1,1,9.86575196470445,1983,14
7940,,,,50,50,,75,,0,1,10.1176948568479,1981,16
7941,,,,,0,,,0,1,1,7.82232018228823,1980,17
7942,,,50,50,50,100,,,1,1,10.3753541618406,1982,15
7943,,,,100,5,50,0,,0,1,9.16458065525361,1981,16
7944,,,90,0,50,50,,,0,1,9.93182873108216,1982,15
7945,,50,0,0,0,,,,1,1,10.5160618832274,1983,14
7946,,,,,0,100,100,80,1,1,9.85355733480206,1980,17
7947,,,,0,0,0,0,,1,1,10.0884309983548,1981,16
7948,,100,50,85,99,,,,0,1,9.70332898250806,1983,14
7949,,,,,99,,1,99,0,1,7.89690679667759,1980,17
7950,,,,,99,100,40,0,1,1,8.84492008477599,1980,17
7951,,100,80,0,0,,,,1,1,9.97755961668078,1983,14
7952,100,99,100,0,,,,,0,1,8.95544722558285,1984,13
7953,,,,,,,,0,0,1,8.17863099804358,1980,17
7954,,,,75,0,100,0,,1,1,10.1705806727406,1981,16
7955,,,,60,90,100,100,,0,1,9.89232438265801,1981,16
7956,,10,,100,100,,,,0,1,9.37069789311989,1983,14
7958,,,,0,99,1,10,,1,1,9.10294027443334,1981,16
7959,,90,0,0,0,,,,1,1,8.77201252438265,1983,14
7960,75,,,,,,,,1,1,9.25840769764594,1984,13
7961,,,,,100,100,100,100,1,1,9.82717662767641,1980,17
7962,0,0,0,90,,,,,1,1,9.71528647561063,1984,13
7963,,100,0,0,10,,,,0,1,9.7706413126621,1983,14
7964,,99,50,50,50,,,,1,1,10.172428135078,1983,14
7965,,,,,0,0,0,0,0,1,9.46251286214624,1980,17
7966,,25,0,100,0,,,,1,1,7.90898879445077,1983,14
7967,,,2,1,1,80,,,0,1,9.43249934556589,1982,15
7968,0,100,50,100,,,,,0,1,9.30364808423496,1984,13
7969,,,,50,1,50,80,,0,1,9.7521531489508,1981,16
7970,,,,,100,95,50,,0,1,10.8054361594346,1980,17
7971,,,,,75,0,0,,0,1,7.04989937650502,1980,17
7972,,,,,70,80,50,0,0,1,7.34758544951142,1980,17
7973,,,0,0,25,50,,,0,1,8.9723610851691,1982,15
7974,,,,,0,75,90,95,0,1,10.0942099498152,1980,17
7975,,,,,0,,,,0,1,8.55654365225323,1980,17
7977,,,99,,25,,,,1,1,9.41143369976595,1982,15
7978,,,,,99,100,0,0,1,1,8.47196743142314,1980,17
7979,,100,99,50,40,,,,1,1,9.1836672690795,1983,14
7980,0,0,0,0,,,,,1,1,8.70804549993884,1984,13
7981,,,,,10,0,0,0,0,1,7.79924523826758,1980,17
7982,,,,2,3,50,20,,0,1,10.206665750934,1981,16
7983,,,,85,100,1,50,,0,1,8.78938744732258,1981,16
7984,,,100,0,100,0,,,0,1,8.47552148279799,1982,15
7985,5,2,5,75,,,,,1,1,9.57256258234057,1984,13
7986,,,,,50,75,50,0,1,1,8.71162727540236,1980,17
7987,,,0,100,99,99,,,1,1,9.51951092472951,1982,15
7988,,100,0,99,100,,,,0,1,9.61585947470863,1983,14
7989,,,2,90,100,0,,,1,1,7.52062132789154,1982,15
7990,,,50,100,100,100,,,0,1,10.0690789591116,1982,15
7991,,,,1,75,,20,,0,1,9.641856046427,1981,16
7992,,,,,100,70,75,80,1,1,10.0485335735933,1980,17
7993,,2,100,100,0,,,,0,1,9.74875836113451,1983,14
7994,,4,100,5,50,,,,0,1,7.60398775801818,1983,14
7995,,,,0,100,0,100,,1,1,9.37692338864317,1981,16
7996,,,0,0,0,0,,,1,1,7.84378371934121,1982,15
7997,,,,100,50,100,100,,0,1,10.1047394317146,1981,16
7998,,,,75,0,2,0,,0,1,9.86843979102373,1981,16
7999,0,100,100,99,,,,,1,1,9.1830933317226,1984,13
8000,,,,,100,50,100,90,1,1,9.71058296631224,1980,17
8001,,,,4,90,,50,,0,1,9.36186217404017,1981,16
8002,100,100,100,100,,,,,0,1,9.19495518474334,1984,13
8003,,,,,0,30,50,50,0,1,10.503912032037,1980,17
8004,,100,77,70,90,,,,0,1,9.9941709857272,1983,14
8005,,100,100,90,100,,,,0,1,8.62597232181588,1983,14
8006,97,100,80,100,,,,,1,1,6.61607539135505,1984,13
8007,,,,100,0,100,,,1,1,7.83533687622381,1981,16
8008,,,90,,,0,,,1,1,10.1151314556376,1982,15
8009,,100,100,50,100,,,,1,1,9.34265344494005,1983,14
8010,,50,0,,5,,,,1,1,9.71051739970308,1983,14
8011,,,,70,50,0,40,,1,1,10.2293330169035,1981,16
8012,,,,75,0,99,100,,1,1,9.68907669794883,1981,16
8013,,3,5,100,99,,,,1,1,8.49451927859693,1983,14
8014,,,,,50,0,100,100,1,1,9.58385759363451,1980,17
8015,,,,100,10,20,0,,0,1,8.06146804036479,1981,16
8016,,,,,50,,,50,0,1,9.94794344710113,1980,17
8017,,,5,,,,,,1,1,9.59203454970439,1982,15
8018,,,,0,100,99,100,,1,1,9.42049603479897,1981,16
8019,,,1,100,50,1,,,1,1,7.78012990089873,1982,15
8020,30,100,90,100,,,,,1,1,7.45101039027671,1984,13
8021,,,55,0,100,100,,,1,1,9.82867609125928,1982,15
8022,,,,100,100,100,100,,1,1,9.4991874686511,1981,16
8023,,,80,100,7,100,,,1,1,9.92032874318246,1982,15
8024,,,,50,100,100,100,,1,1,9.73136770710099,1981,16
8025,,50,100,100,85,,,,0,1,9.74858798170461,1983,14
8026,,100,100,0,100,,,,0,1,9.32872332022189,1983,14
8027,,,,,0,0,50,0,1,1,7.93744954632963,1980,17
8028,,,,,100,100,99,50,0,1,9.87494563825946,1980,17
8029,,,0,100,100,100,,,0,1,9.75017353978422,1982,15
8030,0,0,0,100,,,,,1,1,9.20248546191744,1984,13
8031,,,,,80,50,100,90,0,1,9.2504545203976,1980,17
8032,,,50,0,57,75,,,0,1,8.08717736054257,1982,15
8033,75,95,60,70,,,,,1,1,8.15391373464091,1984,13
8034,,,67,0,85,25,,,0,1,9.66845084100792,1982,15
8035,,0,95,75,100,,,,0,1,10.246590522714,1983,14
8036,,,,100,0,0,0,,0,1,9.72224538362145,1981,16
8037,,,,,100,0,50,100,1,1,8.60531877533157,1980,17
8038,,,100,85,50,100,,,0,1,10.0583980790132,1982,15
8039,,0,0,0,100,,,,1,1,9.24708034144531,1983,14
8040,1,0,50,5,,,,,0,1,9.11776414274466,1984,13
8041,,,,100,0,100,100,,0,1,9.36962768179919,1981,16
8042,,0,50,50,100,,,,0,1,8.16105843245549,1983,14
8043,,,100,100,85,95,,,0,1,10.325677103387,1982,15
8044,,,,0,100,100,50,,1,1,9.94674856490469,1981,16
8045,,,56,100,45,20,,,0,1,7.61747360138412,1982,15
8046,,,,,100,100,100,,0,1,9.89316789051741,1981,16
8047,,,60,100,100,100,,,0,1,9.5505979258226,1982,15
8048,,,0,20,0,,,,1,1,8.77651152621751,1983,14
8049,,,,0,0,0,0,,0,1,8.72383952895305,1981,16
8050,,,,100,0,,90,,0,1,10.7257320141143,1981,16
8051,,,,90,0,0,99,,0,1,9.47290193668853,1981,16
8052,,,,25,100,40,50,,0,1,9.72660955435765,1981,16
8053,,,100,100,50,99,,,0,1,10.2501314577679,1982,15
8054,,,,,100,0,100,0,1,1,8.63474649739986,1980,17
8055,,,,,0,60,50,50,0,1,10.235198537702,1980,17
8056,45,50,50,50,,,,,1,1,9.51001805877142,1984,13
8057,100,0,98,0,,,,,0,1,6.26710171045622,1984,13
8058,,,,,0,,,,0,1,10.0670479192321,1980,17
8059,,50,50,50,0,,,,0,1,10.8055895361175,1983,14
8060,23,0,0,100,,,,,1,1,9.7242147771211,1984,13
8061,,,,,100,100,75,95,1,1,9.66273802106021,1980,17
8062,,100,2,3,,,,,0,1,8.82776959618369,1983,14
8063,,,,,0,2,0,0,0,1,10.1469808269859,1980,17
8064,,,30,100,100,10,,,1,1,9.31957949363539,1982,15
8065,,,,,100,100,0,100,0,1,8.84467094668699,1980,17
8066,,,100,2,25,0,,,1,1,9.05894804101747,1982,15
8067,1,2,99,99,,,,,1,1,7.67699404178993,1984,13
8068,,,,0,0,100,100,,1,1,9.82243803827701,1981,16
8069,,,,,0,1,0,0,1,1,10.2173767806913,1980,17
8070,,,,85,50,50,50,,1,1,9.99376856295693,1981,16
8071,,30,100,50,100,,,,0,1,9.86443789861967,1983,14
8072,,,,97,0,90,0,,0,1,9.59617490754168,1981,16
8073,90,100,99,100,,,,,0,1,9.68505498615629,1984,13
8074,,0,0,0,75,,,,1,1,10.1177183450741,1983,14
8075,,100,0,100,100,,,,1,1,9.53783478065776,1983,14
8076,30,80,99,67,,,,,0,1,9.33768290538663,1984,13
8077,,100,100,100,100,,,,0,1,9.79366804941441,1983,14
8078,,90,10,100,30,,,,0,1,10.3847633949769,1983,14
8079,,,100,99,90,100,,,1,1,9.11362786478998,1982,15
8080,,,100,50,,,,,1,1,8.7721089921035,1982,15
8081,,,,,75,80,99,100,1,1,9.9574962229477,1980,17
8082,,,,90,0,0,0,,1,1,10.0790793721816,1981,16
8083,100,100,100,,,,,,1,1,8.78756772115365,1984,13
8084,,,,100,,100,100,,1,1,9.44973870377542,1981,16
8085,,100,100,100,100,,,,1,1,8.72064895104276,1983,14
8086,,,0,0,0,100,,,1,1,10.1002534747244,1982,15
8087,,,,,75,90,25,100,0,1,10.2717943368158,1980,17
8088,,,0,25,2,0,,,0,1,8.80239970955701,1982,15
8089,,100,,,,,,,1,1,9.50395849488533,1983,14
8090,90,100,5,99,,,,,0,1,8.19130618230661,1984,13
8091,,,0,0,0,0,,,1,1,9.06845555057125,1982,15
8092,,,,,0,0,50,0,1,1,8.82058915030232,1980,17
8093,,,0,100,,99,,,1,1,9.05658904199302,1982,15
8094,,0,100,3,100,,,,0,1,9.76724847437284,1983,14
8095,,,,,100,0,0,0,1,1,9.92560990064499,1980,17
8096,,100,100,10,99,,,,1,1,10.3809705368041,1983,14
8097,,,,40,20,0,0,,1,1,11.0011632829984,1981,16
8098,,100,100,100,,,,,1,1,10.2915897839919,1983,14
8099,,,0,100,100,45,,,0,1,9.65190926173014,1982,15
8100,,,100,15,2,50,,,0,1,8.78508156627201,1982,15
8101,0,1,100,50,,,,,0,1,8.47980753031357,1984,13
8102,,,,50,75,90,100,,0,1,10.7713924141547,1981,16
8103,,100,100,0,,,,,1,1,9.03561033619098,1984,13
8104,100,0,22,70,,,,,0,1,9.72170862834355,1984,13
8105,,,,25,100,95,0,,0,1,10.1694377912159,1981,16
8106,,,0,50,100,100,,,1,1,9.35841230488594,1982,15
8107,0,50,,100,,,,,1,1,9.17789066572601,1984,13
8108,,67,0,0,0,,,,0,1,8.89471258154053,1983,14
8109,,,,50,90,100,0,,0,1,9.02789052397387,1981,16
8110,,,,0,100,100,,,0,1,10.5658385974492,1981,16
8111,0,0,20,0,,,,,1,1,10.2501282793973,1984,13
8112,0,0,0,0,,,,,1,1,10.0601136509893,1984,13
8113,,,,0,100,100,0,,1,1,10.3691974935283,1981,16
8114,0,0,0,0,,,,,1,1,9.88556545685188,1984,13
8115,,,0,0,90,100,,,1,1,9.72190122942026,1982,15
8116,,,,,100,100,100,100,1,1,10.3468600098162,1980,17
8117,75,0,0,,,,,,1,1,9.5294186905885,1984,13
8118,,0,100,100,100,,,,1,1,10.0780627036672,1983,14
8119,,,0,,100,0,,,1,1,10.2614646473284,1982,15
8120,,,,,0,0,,0,1,1,9.0445505606877,1980,17
8121,,,,,100,100,,90,1,1,9.96968468586573,1980,17
8122,,0,100,100,,,,,1,1,7.89015141430363,1983,14
8123,,0,100,0,0,,,,1,1,9.93228084667022,1983,14
8124,,,25,0,,0,,,0,1,8.31106526865314,1982,15
8125,,,0,50,90,100,,,1,1,7.46635386904129,1982,15
8126,,,,,75,40,,,0,1,8.08606055010309,1980,17
8127,,60,85,100,,,,,1,1,10.4235614079767,1983,14
8128,,75,75,,,,,,1,1,9.71743848385099,1983,14
8129,,,,,65,85,0,,0,1,7.56408659461801,1981,16
8130,,,,,75,,100,100,0,1,10.3472799252446,1980,17
8131,,,,,80,98,50,,1,1,9.68632990596904,1981,16
8132,,100,50,100,100,,,,0,1,10.8345617479697,1983,14
8133,,70,99,0,100,,,,1,1,10.0622278799127,1983,14
8134,,,0,0,100,50,,,1,1,9.19771086284092,1982,15
8135,,0,40,65,0,,,,0,1,10.4243707682301,1983,14
8136,,50,0,50,100,,,,0,1,10.3450967423208,1983,14
8137,,,,,50,5,0,0,0,1,9.29263189133447,1980,17
8138,,,,75,75,0,0,,0,1,9.90252843358086,1981,16
8139,,50,100,0,100,,,,1,1,9.69082060343775,1983,14
8140,,,0,0,20,10,,,1,1,10.2029472014168,1982,15
8141,,,0,0,,,,,1,1,9.64965251175523,1982,15
8142,,,,75,1,50,100,,0,1,8.67780310236239,1981,16
8143,,,75,1,,95,,,1,1,9.00159858853809,1982,15
8144,,80,0,100,11,,,,1,1,8.77996045252528,1983,14
8145,,,,25,75,,,,0,1,8.71339592015002,1981,16
8146,0,0,95,,,,,,1,1,10.0804382167629,1984,13
8147,,,50,90,90,,,,1,1,9.09454136066465,1982,15
8148,,,,,100,100,100,100,0,1,11.4899536930556,1980,17
8149,,,,45,60,40,75,,0,1,10.4427498790288,1981,16
8150,,,,,99,,90,0,0,1,10.2844823517497,1980,17
8151,,,,0,50,95,100,,0,1,10.0481262480505,1981,16
