"PUBID","YSAQ-282C","YSAQ-282D","YSAQ-282E","YSAQ-282F","YSAQ-282G","YTEL-52~000001","YTEL-52~000002","YTEL-52~000003","YTEL-52~000004"
572,3,2,4,2,4,-4,-4,-4,-4
573,4,3,4,2,3,-4,-4,-4,-4
574,1,4,2,4,3,-4,-4,-4,-4
575,-5,-5,-5,-5,-5,-4,-4,-4,-4
576,3,3,4,2,4,-4,-4,-4,-4
577,4,2,4,2,4,-4,-4,-4,-4
578,3,3,3,3,3,-4,-4,-4,-4
579,3,2,3,2,4,-4,-4,-4,-4
580,3,2,4,2,4,-4,-4,-4,-4
581,3,2,4,2,4,-4,-4,-4,-4
582,3,2,3,3,4,3,3,3,3
583,4,2,4,2,4,-5,-5,-5,-5
584,4,1,3,2,4,4,1,4,0
585,3,3,3,2,4,-4,-4,-4,-4
586,3,3,3,2,4,-4,-4,-4,-4
587,-5,-5,-5,-5,-5,-4,-4,-4,-4
588,4,1,3,2,4,3,3,3,3
589,3,2,3,3,4,-4,-4,-4,-4
590,3,2,3,2,4,-4,-4,-4,-4
591,4,2,4,1,4,-4,-4,-4,-4
592,3,3,3,2,3,-4,-4,-4,-4
593,-5,-5,-5,-5,-5,-5,-5,-5,-5
594,3,1,3,3,3,-4,-4,-4,-4
595,3,3,3,3,4,-4,-4,-4,-4
596,-5,-5,-5,-5,-5,4,3,3,3
597,-5,-5,-5,-5,-5,-5,-5,-5,-5
598,3,2,4,1,4,-4,-4,-4,-4
599,3,2,4,1,4,-4,-4,-4,-4
600,3,2,3,2,4,-4,-4,-4,-4
601,1,3,3,2,3,-4,-4,-4,-4
602,4,3,3,2,3,-4,-4,-4,-4
603,3,3,3,3,4,4,0,3,1
604,3,2,4,2,3,-4,-4,-4,-4
605,3,3,3,2,3,4,3,4,1
606,3,3,3,2,4,-4,-4,-4,-4
607,4,4,3,3,3,-4,-4,-4,-4
608,3,2,3,2,4,3,1,3,1
609,3,2,4,2,4,-4,-4,-4,-4
610,3,2,3,2,4,4,4,3,3
611,3,2,3,2,4,-4,-4,-4,-4
612,3,2,3,2,3,4,1,4,1
613,4,1,3,2,3,-4,-4,-4,-4
614,4,2,3,1,4,-4,-4,-4,-4
615,-2,-2,-2,-2,-2,-5,-5,-5,-5
616,3,3,4,3,4,-5,-5,-5,-5
617,3,3,3,3,3,4,4,4,0
618,4,2,4,2,4,-4,-4,-4,-4
619,3,1,3,1,3,3,3,3,3
620,-5,-5,-5,-5,-5,-5,-5,-5,-5
621,-5,-5,-5,-5,-5,-5,-5,-5,-5
622,3,2,4,2,3,-4,-4,-4,-4
623,4,2,4,2,4,-5,-5,-5,-5
624,2,3,3,2,4,-4,-4,-4,-4
625,-5,-5,-5,-5,-5,-4,-4,-4,-4
626,4,1,3,2,4,-4,-4,-4,-4
627,3,3,3,2,4,4,3,3,1
628,2,3,3,2,3,-5,-5,-5,-5
629,3,2,3,1,3,3,3,1,3
630,3,2,3,2,4,-4,-4,-4,-4
631,4,2,4,1,4,-5,-5,-5,-5
632,-5,-5,-5,-5,-5,-4,-4,-4,-4
633,3,2,3,2,4,-4,-4,-4,-4
634,-5,-5,-5,-5,-5,-5,-5,-5,-5
635,1,3,3,3,3,4,2,4,1
636,3,3,3,2,3,-4,-4,-4,-4
637,3,2,3,2,3,-4,-4,-4,-4
638,3,3,3,2,4,-4,-4,-4,-4
639,2,3,2,3,3,-4,-4,-4,-4
640,3,3,3,2,4,-4,-4,-4,-4
641,-5,-5,-5,-5,-5,4,1,4,1
642,4,2,3,2,4,-4,-4,-4,-4
643,-5,-5,-5,-5,-5,-4,-4,-4,-4
644,-5,-5,-5,-5,-5,-5,-5,-5,-5
645,3,3,3,3,4,-5,-5,-5,-5
646,-5,-5,-5,-5,-5,-5,-5,-5,-5
647,3,3,4,3,4,-4,-4,-4,-4
648,3,2,3,2,4,-4,-4,-4,-4
649,3,3,3,3,3,-4,-4,-4,-4
650,3,2,3,2,2,-4,-4,-4,-4
651,3,1,4,2,4,-4,-4,-4,-4
652,3,1,4,1,4,3,1,3,3
653,4,3,3,3,4,-4,-4,-4,-4
654,3,3,3,2,3,4,2,4,1
655,2,3,1,3,2,-4,-4,-4,-4
656,3,3,3,2,3,-4,-4,-4,-4
657,3,2,4,2,4,-5,-5,-5,-5
658,3,3,3,1,4,-4,-4,-4,-4
659,4,3,3,4,3,-4,-4,-4,-4
660,3,4,2,3,4,4,2,4,0
661,-5,-5,-5,-5,-5,-4,-4,-4,-4
662,4,2,3,2,3,-4,-4,-4,-4
663,3,3,3,2,3,-4,-4,-4,-4
664,4,2,4,2,4,2,4,3,4
665,-5,-5,-5,-5,-5,-5,-5,-5,-5
666,2,4,3,3,3,-4,-4,-4,-4
667,2,3,3,2,3,-4,-4,-4,-4
668,2,3,3,3,3,4,3,4,1
669,4,2,3,2,4,-4,-4,-4,-4
670,4,2,4,2,4,-4,-4,-4,-4
671,3,3,3,2,4,3,4,4,3
672,3,2,3,2,3,-4,-4,-4,-4
673,4,2,3,2,4,4,2,4,0
674,4,2,4,2,3,-4,-4,-4,-4
675,2,3,2,3,2,4,3,4,3
676,3,2,3,2,3,-4,-4,-4,-4
677,2,4,2,3,3,-4,-4,-4,-4
678,4,1,4,1,4,-4,-4,-4,-4
679,3,2,3,2,3,-4,-4,-4,-4
680,4,1,4,1,4,4,4,4,2
681,3,4,2,3,2,-4,-4,-4,-4
682,3,2,3,2,4,-4,-4,-4,-4
683,4,1,3,2,4,-4,-4,-4,-4
684,3,3,1,2,2,-4,-4,-4,-4
685,2,3,2,3,2,-4,-4,-4,-4
686,3,3,3,3,3,4,0,4,0
687,4,3,4,1,4,4,4,4,2
688,3,3,4,2,4,-4,-4,-4,-4
689,1,4,2,3,1,-4,-4,-4,-4
690,3,2,3,2,4,-4,-4,-4,-4
691,3,3,3,3,4,4,-2,3,-2
692,3,3,4,2,4,3,3,3,2
693,3,3,3,2,4,-4,-4,-4,-4
694,3,2,3,2,4,-4,-4,-4,-4
695,2,3,2,1,2,3,1,3,1
696,3,3,4,3,3,-5,-5,-5,-5
697,-5,-5,-5,-5,-5,-5,-5,-5,-5
698,3,2,3,1,4,-4,-4,-4,-4
699,4,1,4,1,4,-4,-4,-4,-4
700,3,3,2,3,2,-4,-4,-4,-4
701,4,2,3,3,3,-4,-4,-4,-4
702,4,1,4,1,4,-4,-4,-4,-4
703,3,3,3,3,4,-4,-4,-4,-4
704,3,2,3,2,4,-4,-4,-4,-4
705,3,2,3,2,4,-4,-4,-4,-4
706,4,2,4,2,4,-4,-4,-4,-4
707,-5,-5,-5,-5,-5,-5,-5,-5,-5
708,4,1,4,1,4,-5,-5,-5,-5
709,4,1,4,1,4,3,3,3,0
710,4,2,3,2,4,-4,-4,-4,-4
711,4,3,3,2,4,4,4,4,0
712,3,3,3,3,4,-5,-5,-5,-5
713,3,2,3,2,2,-4,-4,-4,-4
714,3,2,4,3,4,-5,-5,-5,-5
715,3,3,2,3,3,-4,-4,-4,-4
716,-5,-5,-5,-5,-5,-5,-5,-5,-5
717,3,2,3,2,4,-4,-4,-4,-4
718,3,2,2,2,4,-4,-4,-4,-4
719,4,2,4,2,4,-4,-4,-4,-4
720,4,3,3,3,2,3,1,3,3
721,3,2,3,2,4,-4,-4,-4,-4
722,3,2,4,2,3,-4,-4,-4,-4
723,3,4,1,3,3,-4,-4,-4,-4
724,3,2,4,2,4,-4,-4,-4,-4
725,1,3,3,3,4,-4,-4,-4,-4
726,4,3,3,3,4,-4,-4,-4,-4
727,3,2,3,2,4,4,1,2,1
728,3,1,4,1,3,4,1,3,1
729,4,2,3,2,4,-4,-4,-4,-4
730,3,3,4,1,4,-4,-4,-4,-4
731,3,2,3,2,4,-4,-4,-4,-4
732,-5,-5,-5,-5,-5,-5,-5,-5,-5
733,-5,-5,-5,-5,-5,-5,-5,-5,-5
734,-5,-5,-5,-5,-5,4,2,3,2
735,-5,-5,-5,-5,-5,-5,-5,-5,-5
736,-5,-5,-5,-5,-5,-5,-5,-5,-5
737,3,2,3,2,3,-5,-5,-5,-5
738,4,2,3,2,4,4,3,3,2
739,4,3,3,2,4,-4,-4,-4,-4
740,4,2,3,2,4,-4,-4,-4,-4
741,3,3,3,3,3,-4,-4,-4,-4
742,3,2,4,1,4,4,3,4,0
743,-5,-5,-5,-5,-5,-5,-5,-5,-5
744,-5,-5,-5,-5,-5,-5,-5,-5,-5
745,4,2,4,2,4,-4,-4,-4,-4
746,2,3,2,3,3,-4,-4,-4,-4
747,3,3,3,3,4,3,2,3,1
748,4,2,3,2,4,-4,-4,-4,-4
749,3,3,2,3,3,-4,-4,-4,-4
750,3,2,3,2,4,-4,-4,-4,-4
751,3,3,1,4,2,-4,-4,-4,-4
752,2,2,3,2,4,4,3,3,3
753,3,4,3,2,2,-4,-4,-4,-4
754,4,2,4,2,4,-5,-5,-5,-5
755,3,2,3,2,4,-5,-5,-5,-5
756,4,2,4,2,3,-5,-5,-5,-5
757,3,3,3,3,3,-4,-4,-4,-4
758,2,3,3,3,2,-5,-5,-5,-5
759,2,3,3,3,3,-4,-4,-4,-4
760,3,4,3,3,4,-5,-5,-5,-5
761,-5,-5,-5,-5,-5,-5,-5,-5,-5
762,3,3,3,2,4,-5,-5,-5,-5
763,3,3,3,3,4,-4,-4,-4,-4
764,3,2,3,3,3,-4,-4,-4,-4
765,3,2,3,2,3,0,3,3,3
766,-5,-5,-5,-5,-5,-5,-5,-5,-5
767,3,3,3,2,4,4,3,4,1
768,4,2,3,2,3,2,2,2,4
769,4,2,3,2,4,-4,-4,-4,-4
770,4,2,3,2,4,-4,-4,-4,-4
772,3,3,2,3,3,-4,-4,-4,-4
773,-5,-5,-5,-5,-5,-5,-5,-5,-5
774,4,2,3,2,4,3,3,2,2
775,-5,-5,-5,-5,-5,-4,-4,-4,-4
776,-5,-5,-5,-5,-5,-4,-4,-4,-4
777,-5,-5,-5,-5,-5,-5,-5,-5,-5
778,3,3,3,2,3,-4,-4,-4,-4
779,4,3,3,2,4,-4,-4,-4,-4
780,4,2,4,2,4,-4,-4,-4,-4
781,3,3,2,3,3,-4,-4,-4,-4
782,4,3,3,2,4,-4,-4,-4,-4
783,4,2,4,2,4,-4,-4,-4,-4
784,3,2,3,2,4,-5,-5,-5,-5
785,3,2,4,2,4,-4,-4,-4,-4
786,-5,-5,-5,-5,-5,-5,-5,-5,-5
787,-5,-5,-5,-5,-5,-5,-5,-5,-5
788,3,3,2,3,3,-4,-4,-4,-4
789,3,3,2,3,3,-4,-4,-4,-4
790,4,2,4,2,4,4,3,3,3
791,3,3,3,2,4,-4,-4,-4,-4
792,4,2,4,1,4,4,0,4,3
793,3,2,3,1,3,3,0,3,1
794,4,2,4,2,4,-4,-4,-4,-4
795,2,4,3,3,3,4,1,2,0
796,4,2,4,1,4,-4,-4,-4,-4
797,3,3,3,3,4,3,2,3,1
798,3,2,3,2,4,-4,-4,-4,-4
799,3,3,3,2,3,-4,-4,-4,-4
800,2,3,4,2,4,-4,-4,-4,-4
801,3,2,3,2,3,-4,-4,-4,-4
802,4,2,4,2,4,-4,-4,-4,-4
803,3,1,4,1,4,-5,-5,-5,-5
804,-5,-5,-5,-5,-5,-5,-5,-5,-5
805,4,1,4,1,4,-4,-4,-4,-4
806,3,1,3,1,4,-4,-4,-4,-4
807,2,3,2,3,2,-4,-4,-4,-4
808,3,2,4,1,4,-4,-4,-4,-4
809,4,3,3,2,4,-5,-5,-5,-5
810,-5,-5,-5,-5,-5,-4,-4,-4,-4
811,3,2,3,2,3,-4,-4,-4,-4
812,4,2,3,1,4,-4,-4,-4,-4
813,3,2,3,2,4,-5,-5,-5,-5
814,4,3,4,3,4,-4,-4,-4,-4
815,4,3,3,3,3,-4,-4,-4,-4
816,3,3,3,2,4,-4,-4,-4,-4
817,3,2,3,2,3,4,3,4,3
818,3,2,3,2,4,-4,-4,-4,-4
819,4,2,4,2,4,4,0,3,0
820,4,1,4,2,4,4,-2,4,1
821,-5,-5,-5,-5,-5,-4,-4,-4,-4
822,3,3,2,3,3,-4,-4,-4,-4
823,4,2,4,2,4,-4,-4,-4,-4
824,3,2,3,2,4,3,4,3,4
825,3,3,3,3,3,-4,-4,-4,-4
826,-5,-5,-5,-5,-5,-5,-5,-5,-5
827,3,3,4,2,4,3,1,3,1
828,2,4,4,2,4,3,4,3,3
829,-5,-5,-5,-5,-5,-5,-5,-5,-5
830,2,3,2,3,3,-4,-4,-4,-4
831,3,2,4,2,4,4,0,4,0
832,3,2,3,2,4,3,4,1,1
833,3,2,3,2,4,-4,-4,-4,-4
834,-5,-5,-5,-5,-5,-5,-5,-5,-5
835,2,3,2,3,3,-4,-4,-4,-4
836,3,2,4,2,4,-4,-4,-4,-4
837,-5,-5,-5,-5,-5,-5,-5,-5,-5
838,2,4,2,3,2,-4,-4,-4,-4
839,3,3,4,2,4,-4,-4,-4,-4
840,3,2,3,2,4,-4,-4,-4,-4
841,3,3,4,2,4,-4,-4,-4,-4
842,4,3,3,3,3,-5,-5,-5,-5
843,3,3,3,3,3,-5,-5,-5,-5
844,3,3,3,3,4,-4,-4,-4,-4
845,3,3,3,3,3,-5,-5,-5,-5
846,3,3,4,2,4,-4,-4,-4,-4
847,3,3,3,3,3,-4,-4,-4,-4
848,3,4,3,2,4,-4,-4,-4,-4
849,3,3,3,3,3,-4,-4,-4,-4
850,4,2,4,2,4,-4,-4,-4,-4
851,4,2,4,2,4,3,3,1,1
852,4,1,4,2,4,-4,-4,-4,-4
853,3,2,3,2,4,-4,-4,-4,-4
854,2,3,3,2,4,-5,-5,-5,-5
855,3,2,3,2,4,4,-1,-2,-1
856,4,2,4,1,4,-4,-4,-4,-4
857,3,2,3,2,4,-4,-4,-4,-4
858,3,2,4,2,4,3,3,3,3
859,4,1,4,2,4,3,1,3,0
860,3,2,3,2,4,3,4,3,1
861,3,1,3,2,4,-4,-4,-4,-4
862,3,2,3,2,4,-4,-4,-4,-4
863,2,3,2,4,2,-4,-4,-4,-4
864,4,2,3,3,3,-4,-4,-4,-4
865,3,3,3,2,4,-4,-4,-4,-4
866,4,1,4,1,4,3,1,4,0
867,2,3,3,3,4,-5,-5,-5,-5
868,3,3,2,3,3,-4,-4,-4,-4
869,-5,-5,-5,-5,-5,-5,-5,-5,-5
870,3,2,3,2,4,-4,-4,-4,-4
871,-5,-5,-5,-5,-5,4,3,4,2
872,3,2,3,3,4,-5,-5,-5,-5
873,2,3,2,3,2,-4,-4,-4,-4
874,4,2,3,2,3,-4,-4,-4,-4
875,3,3,2,4,4,-4,-4,-4,-4
876,4,2,3,2,4,-4,-4,-4,-4
877,-5,-5,-5,-5,-5,-5,-5,-5,-5
878,4,2,3,2,4,-4,-4,-4,-4
879,3,3,3,2,4,-4,-4,-4,-4
880,4,2,3,2,4,-5,-5,-5,-5
881,4,3,3,2,4,-4,-4,-4,-4
882,1,3,3,3,2,4,3,4,1
883,2,3,3,2,4,-4,-4,-4,-4
884,3,4,2,3,2,3,1,3,3
885,3,2,3,2,4,-4,-4,-4,-4
886,4,3,3,2,3,-5,-5,-5,-5
887,-5,-5,-5,-5,-5,-5,-5,-5,-5
888,2,3,3,3,4,-5,-5,-5,-5
889,-5,-5,-5,-5,-5,-5,-5,-5,-5
890,4,1,3,1,3,-5,-5,-5,-5
891,3,2,3,2,3,-4,-4,-4,-4
892,1,2,3,3,4,-4,-4,-4,-4
893,3,3,3,3,4,-4,-4,-4,-4
894,-5,-5,-5,-5,-5,-4,-4,-4,-4
895,-5,-5,-5,-5,-5,-5,-5,-5,-5
896,2,3,3,3,3,-5,-5,-5,-5
897,3,3,2,3,3,-4,-4,-4,-4
898,2,3,1,3,3,-5,-5,-5,-5
899,3,3,3,2,3,-4,-4,-4,-4
900,3,3,3,2,4,4,3,4,0
901,4,1,4,2,4,-4,-4,-4,-4
902,4,2,4,2,4,3,1,3,3
903,3,3,3,3,4,-5,-5,-5,-5
904,2,3,3,1,3,-4,-4,-4,-4
905,3,3,3,3,3,4,3,3,3
906,2,4,3,3,3,-4,-4,-4,-4
907,4,2,3,2,2,-5,-5,-5,-5
908,3,1,3,1,3,-5,-5,-5,-5
909,4,2,4,1,4,-4,-4,-4,-4
910,-5,-5,-5,-5,-5,-5,-5,-5,-5
911,3,2,4,1,4,4,-1,3,-2
912,-5,-5,-5,-5,-5,-4,-4,-4,-4
913,3,2,3,2,3,-4,-4,-4,-4
914,3,2,2,3,3,-5,-5,-5,-5
915,2,3,3,2,3,-4,-4,-4,-4
916,2,3,2,3,3,-4,-4,-4,-4
917,3,2,3,2,4,4,4,3,3
918,3,2,3,2,4,-4,-4,-4,-4
919,4,3,4,2,4,-4,-4,-4,-4
920,-5,-5,-5,-5,-5,-4,-4,-4,-4
921,3,2,4,1,4,-4,-4,-4,-4
922,3,3,3,2,3,-4,-4,-4,-4
923,3,2,3,2,3,-4,-4,-4,-4
924,2,3,3,3,4,4,3,3,2
925,-5,-5,-5,-5,-5,-5,-5,-5,-5
926,-5,-5,-5,-5,-5,4,3,2,1
927,4,2,3,2,4,4,4,4,1
928,3,3,3,3,3,-5,-5,-5,-5
929,4,2,3,2,4,-4,-4,-4,-4
930,4,2,4,1,4,-4,-4,-4,-4
931,3,3,3,2,4,3,3,3,2
932,3,2,3,3,3,4,3,3,0
933,3,2,3,3,4,3,2,3,2
934,3,2,3,2,4,-4,-4,-4,-4
935,3,2,3,2,4,-4,-4,-4,-4
936,3,2,3,2,2,-4,-4,-4,-4
937,-5,-5,-5,-5,-5,-5,-5,-5,-5
938,3,2,4,2,4,-5,-5,-5,-5
939,3,2,2,3,3,-4,-4,-4,-4
940,3,2,3,2,4,3,3,2,2
941,-1,-1,-1,-1,-1,-5,-5,-5,-5
942,2,3,3,3,3,4,4,3,1
943,2,3,2,3,3,4,2,3,3
944,3,2,3,2,4,-5,-5,-5,-5
945,4,2,4,1,4,-4,-4,-4,-4
946,-5,-5,-5,-5,-5,-5,-5,-5,-5
947,3,3,3,3,4,-5,-5,-5,-5
948,3,2,3,2,4,-4,-4,-4,-4
949,2,2,3,3,3,-4,-4,-4,-4
950,3,3,3,3,3,-4,-4,-4,-4
951,2,3,4,2,4,-5,-5,-5,-5
952,3,2,3,2,4,-5,-5,-5,-5
953,3,2,3,2,4,-4,-4,-4,-4
954,-5,-5,-5,-5,-5,-5,-5,-5,-5
955,3,3,3,3,3,-4,-4,-4,-4
956,3,2,3,2,3,-4,-4,-4,-4
957,4,2,4,3,4,-4,-4,-4,-4
958,3,4,2,3,2,-4,-4,-4,-4
959,3,3,3,3,3,-4,-4,-4,-4
960,-5,-5,-5,-5,-5,-5,-5,-5,-5
961,2,3,4,2,4,3,1,2,2
962,3,2,3,2,4,-4,-4,-4,-4
963,3,2,3,1,4,-4,-4,-4,-4
964,3,2,3,2,4,-4,-4,-4,-4
965,3,2,3,2,4,-5,-5,-5,-5
966,3,3,3,3,4,-4,-4,-4,-4
967,4,2,4,2,4,-4,-4,-4,-4
968,-5,-5,-5,-5,-5,-4,-4,-4,-4
969,-5,-5,-5,-5,-5,-4,-4,-4,-4
970,2,3,3,2,3,-4,-4,-4,-4
971,4,2,4,2,4,4,1,4,1
972,3,3,3,3,4,-4,-4,-4,-4
973,-5,-5,-5,-5,-5,-5,-5,-5,-5
974,4,2,4,1,4,-4,-4,-4,-4
975,-5,-5,-5,-5,-5,-4,-4,-4,-4
976,3,2,3,2,4,-4,-4,-4,-4
977,3,2,4,2,4,-4,-4,-4,-4
978,3,2,3,3,4,3,1,3,2
979,3,3,3,2,4,-4,-4,-4,-4
980,3,3,3,3,3,-4,-4,-4,-4
981,-5,-5,-5,-5,-5,-4,-4,-4,-4
982,-5,-5,-5,-5,-5,-5,-5,-5,-5
983,3,2,4,2,4,-4,-4,-4,-4
984,2,3,2,3,3,-4,-4,-4,-4
985,-5,-5,-5,-5,-5,-5,-5,-5,-5
986,1,3,2,3,3,-4,-4,-4,-4
987,3,3,4,3,4,-4,-4,-4,-4
988,4,2,4,2,4,-4,-4,-4,-4
989,3,2,4,1,4,-4,-4,-4,-4
990,4,2,4,2,4,-4,-4,-4,-4
991,3,2,4,1,4,4,0,4,4
992,3,4,1,3,3,-4,-4,-4,-4
993,3,3,3,2,4,-4,-4,-4,-4
994,-5,-5,-5,-5,-5,-5,-5,-5,-5
995,3,3,2,3,3,-4,-4,-4,-4
996,-1,-1,-1,-1,-1,3,3,3,3
997,3,2,3,3,3,-4,-4,-4,-4
998,3,3,3,3,4,3,3,3,2
999,4,1,3,3,4,-4,-4,-4,-4
1000,3,2,3,2,4,-4,-4,-4,-4
1001,3,3,4,4,4,4,2,4,0
1002,3,2,3,2,3,4,2,3,3
1003,3,2,4,2,4,-4,-4,-4,-4
1004,3,2,3,2,3,-4,-4,-4,-4
1005,2,3,2,3,2,2,1,3,2
1006,3,2,2,3,2,-4,-4,-4,-4
1007,2,2,4,2,4,-4,-4,-4,-4
1008,3,3,3,2,4,-4,-4,-4,-4
1009,4,2,3,2,4,-4,-4,-4,-4
1010,3,3,3,3,3,3,2,2,2
1011,4,2,3,2,4,-4,-4,-4,-4
1012,4,2,3,2,4,-4,-4,-4,-4
1013,3,3,4,2,4,-4,-4,-4,-4
1014,3,2,4,2,4,-4,-4,-4,-4
1015,3,2,3,2,4,-5,-5,-5,-5
1016,3,2,3,2,4,-5,-5,-5,-5
1017,-5,-5,-5,-5,-5,-5,-5,-5,-5
1018,3,2,4,2,4,3,4,3,2
1019,2,3,3,2,3,-4,-4,-4,-4
1020,4,3,3,3,3,4,3,3,0
1021,3,3,3,2,4,3,2,3,2
1022,3,3,2,3,4,3,4,3,0
1023,3,3,4,2,4,-5,-5,-5,-5
1024,4,2,4,2,4,-4,-4,-4,-4
1025,3,2,3,2,3,-4,-4,-4,-4
1026,4,3,3,2,4,-4,-4,-4,-4
1027,4,2,4,2,4,-4,-4,-4,-4
1028,4,2,4,2,4,-4,-4,-4,-4
1029,4,3,3,3,3,-4,-4,-4,-4
1030,2,3,2,3,4,-4,-4,-4,-4
1031,4,2,4,2,4,-4,-4,-4,-4
1032,3,2,4,1,4,-4,-4,-4,-4
1033,3,3,3,3,3,-4,-4,-4,-4
1034,4,1,4,1,4,-4,-4,-4,-4
1035,-5,-5,-5,-5,-5,-5,-5,-5,-5
1036,3,3,4,2,4,-4,-4,-4,-4
1037,2,3,2,3,3,2,2,3,3
1038,4,2,3,3,3,-4,-4,-4,-4
1039,3,2,3,2,3,4,1,3,3
1040,-5,-5,-5,-5,-5,-4,-4,-4,-4
1041,4,2,3,3,4,-4,-4,-4,-4
1042,3,2,2,3,3,4,4,3,2
1043,-5,-5,-5,-5,-5,-5,-5,-5,-5
1044,2,3,1,4,4,3,3,2,3
1045,3,3,3,2,3,-4,-4,-4,-4
1046,4,3,2,4,3,-4,-4,-4,-4
1047,3,3,4,2,4,-4,-4,-4,-4
1048,4,2,3,3,4,-4,-4,-4,-4
1049,-5,-5,-5,-5,-5,3,1,3,1
1050,-5,-5,-5,-5,-5,-4,-4,-4,-4
1051,-5,-5,-5,-5,-5,-5,-5,-5,-5
1052,4,2,3,2,3,-4,-4,-4,-4
1053,-5,-5,-5,-5,-5,-4,-4,-4,-4
1054,3,2,3,1,3,-4,-4,-4,-4
1055,3,3,4,2,2,-4,-4,-4,-4
1056,3,3,4,2,4,-4,-4,-4,-4
1057,3,3,2,2,4,3,4,2,3
1058,3,2,4,2,4,-5,-5,-5,-5
1059,4,2,4,2,4,-4,-4,-4,-4
1060,3,2,3,1,4,-4,-4,-4,-4
1061,3,3,3,2,3,3,3,3,3
1062,4,3,3,3,3,4,1,3,3
1063,4,2,4,2,4,-4,-4,-4,-4
1064,-5,-5,-5,-5,-5,-5,-5,-5,-5
1065,-5,-5,-5,-5,-5,-4,-4,-4,-4
1066,3,4,2,3,3,-4,-4,-4,-4
1067,3,2,4,2,4,-4,-4,-4,-4
1068,4,2,4,2,4,-4,-4,-4,-4
1069,-5,-5,-5,-5,-5,-5,-5,-5,-5
1070,3,3,2,3,4,-5,-5,-5,-5
1071,4,1,4,1,4,-4,-4,-4,-4
1072,4,3,4,3,4,-4,-4,-4,-4
1073,-5,-5,-5,-5,-5,-5,-5,-5,-5
1074,3,4,3,3,4,3,4,2,4
1075,3,2,3,2,4,-4,-4,-4,-4
1076,3,2,4,2,4,-4,-4,-4,-4
1077,3,2,4,2,4,3,2,3,3
1078,3,2,3,2,4,3,3,2,2
1079,-5,-5,-5,-5,-5,-5,-5,-5,-5
1080,-5,-5,-5,-5,-5,-5,-5,-5,-5
1081,4,3,1,2,4,-4,-4,-4,-4
1082,3,2,3,2,3,-4,-4,-4,-4
1083,2,4,3,3,4,-5,-5,-5,-5
1084,3,2,3,2,3,-4,-4,-4,-4
1085,3,3,2,3,3,3,0,4,0
1086,3,2,4,2,4,3,1,3,1
1087,3,2,3,2,4,-4,-4,-4,-4
1088,4,4,4,2,4,-5,-5,-5,-5
1089,-5,-5,-5,-5,-5,-5,-5,-5,-5
1090,-5,-5,-5,-5,-5,3,3,3,2
1091,3,3,3,2,3,3,3,2,1
1092,3,2,3,2,3,-4,-4,-4,-4
1093,3,3,3,2,4,4,3,4,3
1094,4,2,4,2,4,-4,-4,-4,-4
1095,4,2,3,2,4,4,4,4,4
1096,4,1,4,2,4,4,3,3,0
1097,3,1,4,1,3,-4,-4,-4,-4
1098,4,2,3,1,4,-4,-4,-4,-4
1099,3,2,2,3,4,-4,-4,-4,-4
1100,3,4,2,3,3,-4,-4,-4,-4
1101,3,3,3,3,4,-4,-4,-4,-4
1102,3,1,1,3,1,-4,-4,-4,-4
1103,3,3,3,2,3,-4,-4,-4,-4
1104,3,2,3,2,4,-5,-5,-5,-5
1105,4,2,4,1,4,-5,-5,-5,-5
1106,3,2,3,2,3,4,0,4,1
1107,3,3,3,2,3,-4,-4,-4,-4
1108,3,3,3,3,4,-4,-4,-4,-4
1109,3,3,3,2,4,4,3,4,1
1110,-5,-5,-5,-5,-5,-5,-5,-5,-5
1111,3,2,4,2,4,-4,-4,-4,-4
1112,-5,-5,-5,-5,-5,-5,-5,-5,-5
1113,3,3,3,3,3,4,3,3,1
1114,3,2,4,2,4,-5,-5,-5,-5
1115,4,4,4,3,4,-4,-4,-4,-4
1116,3,2,3,2,4,-4,-4,-4,-4
1117,3,2,3,3,3,-4,-4,-4,-4
1118,2,3,2,3,3,-4,-4,-4,-4
1119,1,3,2,3,2,-4,-4,-4,-4
1120,3,2,3,2,4,-5,-5,-5,-5
1121,4,2,3,2,4,-5,-5,-5,-5
1122,4,2,4,2,4,-4,-4,-4,-4
1123,2,3,3,2,3,3,2,3,3
1124,4,1,4,1,4,-4,-4,-4,-4
1125,3,1,3,2,3,-4,-4,-4,-4
1126,4,2,4,1,4,4,3,2,2
1127,3,3,2,3,3,3,3,4,1
1128,3,2,4,2,4,-4,-4,-4,-4
1129,4,2,4,2,4,3,3,3,2
1130,4,2,4,1,4,-4,-4,-4,-4
1131,4,1,4,1,4,-4,-4,-4,-4
1132,-5,-5,-5,-5,-5,-5,-5,-5,-5
1133,4,2,3,2,4,-4,-4,-4,-4
1134,3,2,3,2,4,-5,-5,-5,-5
1135,3,2,3,2,4,-4,-4,-4,-4
1136,-5,-5,-5,-5,-5,-5,-5,-5,-5
1137,4,3,4,2,4,-5,-5,-5,-5
1138,3,3,3,2,4,-5,-5,-5,-5
1139,-5,-5,-5,-5,-5,-5,-5,-5,-5
1140,2,3,2,3,3,-4,-4,-4,-4
1141,4,2,3,2,4,-5,-5,-5,-5
1142,4,1,4,1,4,3,3,3,3
1143,3,3,3,3,4,-4,-4,-4,-4
1144,3,3,4,2,4,-4,-4,-4,-4
1145,3,2,3,2,4,-4,-4,-4,-4
1146,4,2,4,2,4,4,3,3,3
